data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Kém mô tả mơ hồ không rõ thông số kỹ thuật cụ thể,",,,,,,,,,,Negative,
Loa rõ ràng và to không bị rè khi bật lớn.,,,,,,,,,,Positive,
Pin trâu. Sử dụng về lâu về dài mới đánh giá được độ bền của máy Giao hàng nhanh đóng cẩn thận bọc chống sốc Giá hợp lý nên thử ạ,Positive,,,,,Positive,Positive,,Positive,,
Variation3: Đen variation1: Nguyên seal 1 từ thôi tốt,,,,,,,,,,Positive,
"Hiệu năng chập chờn, không ổn định khi chuyển app. Pin sụt nhanh khi sử dụng mạng di động. Đóng gói không chắc chắn, sản phẩm bị va đập bên trong.",Negative,,Negative,,,Negative,,,,,
"Nhóm màu: Blue 
Dung lượng lưu trữ: 128gb điện thoại sử dụng tốt, giao hàng nhanh lắm, đóng gói cẩn thận, phụ kiện chỉ có cáp sạc, mua riêng củ sạc nhé mọi người",,,,,,Positive,,,Positive,,
Chất lượng camera không hề tốt.,,Negative,,,,,,,,,
"Màn hình lớn, phù hợp với đa phương tiện., camera kép chụp ảnh tuyệt đẹp., camera kép chụp ảnh tuyệt đẹp., màn hình lớn, phù hợp với đa phương tiện., độ phân giải hd cho hình ảnh sắc nét., hiệu năng nhanh và mượt mà., thiết kế mỏng nhẹ, rất đẹp!, giá trị tuyệt vời cho giá tiền., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., giá trị tuyệt vời cho giá tiền., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., thiết kế bền chắc, sử dụng lâu dài.,",,Positive,Positive,Positive,Positive,,Positive,,,,
"Sản phẩm tệ + chăm sóc khách hàng tệ vô cùng. Ai đời lần đầu thấy quả cửa hàng chặn cả khách hàng 😭 khi nhận máy sạc đầy 100% để qua đêm, sáng hôm sau sụt hết sạch pin !!! mình có nhắn tin báo lại với cửa hàng để giải quyết, trước khi đánh giá 1 sao. Cửa hàng bảo cho xin sdt, mình gửi cái xong chặn mình luôn 🥲 ủaa kỳ vậy sao bán hàng được",Negative,,,,,,,Negative,,,
"Hàng giao đóng gói kĩ, mình mới test thì mọi thứ vẫn ổn. Cửa hàng dễ thương tặng bao da, dán cường lực. Ổn áp trong tầm giá! 👍❤👍❤😍🙌",,,,,,Positive,Positive,,,,
"Bận đi làm suốt chưa kiểm tra máy được, đã nhận máy thấy ngoại hình máy cũng được, không thấy tem bảo hành vậy nếu có vấn đề không biết bảo hành thế nào nhỉ, nếu dùng lâu dài không sao thì ok",,,,,Positive,,,Neutral,,,
Color: Đen-xl tốt,,,,,,,,,,,Neutral
Hình ảnh mang tính chất nhận xu. Điện thoại quá tốt so với tầm giá. Máy có vẻ đã được mở ra làm lại nhưng dùng tốt mọi chức năng đều không có gì để chê. Ngoại hình không một vết xước có điều dính cường lực 2 viền không ăn keo dính mấy loại khác nhau đều bị thế có lẽ màn không phẳng. Cảm ơn cửa hàng chúc cửa hàng buôn may bán đắt!,,,,,Positive,,Positive,,,,
Màn hình có kích thước 6.4 inch.,,,,Neutral,,,,,,,
"Máy nguyên seal, cài chế độ màn luôn 120hz thì mượt. Pin OK.",Positive,,,Positive,,Positive,,,,,
Color family: Color random sản phẩm: Lần đầu tiên mua máy trên cửa hàng nhận máy về ưng ý lắm máy còn mới sử dụng rất là tốt quan trọng là phù hợp với giá tiền mình bỏ ra mà chất lượng thì cũng rất là ưng ý mọi chức năng đều rất là tốt cửa hàng tư vấn nhiệt tình mình sẽ ủng hộ thêm lần sau nha tặng cửa hàng 5 sao chúc cửa hàng mua may bán đắt cảm ơn cửa hàng,,,,,,,Positive,Positive,,,
"Chất lượng sản phẩm: Mua giùm người khác nên không check được, hơi tiếc 
Tính năng nổi bật: Cấu hình quá ngon trong tầm giá 
Đúng với mô tả: Sản phẩm đúng mô tả, còn đầy đủ seal box; cửa hàng đóng gói cẩn thận.",,,,,,Positive,,,,,
"Sản phẩm tốt dùng mượt. Nhận được hàng nhanh, chăm sóc khách hàng tạm ổn.........",,,Positive,,,,,Positive,Positive,,
"Mua trên này rẻ hơn mua ở cửa hàng. Đặt hôm 8/8 được mã giảm giá còn có 3,6tr. Đặt xong bên fpt sẽ gọi điện xác nhận, mình có thể đky qua trực tiếp cửa hàng của fpt để nhận máy hoặc giao tận nhà đều được, bảo hành vẫn như bình thường khi mua ở cửa hàng",,,,,,,,Positive,,,
Đặt 12/2 nhận 17/2 Áp được mã giá 3773k có con hàng ngon,,,,,,,Positive,,Positive,,
"Nhóm màu: Trắng hai khe cắm sim tiện lợi, dung lượng lưu trữ mở rộng để chứa nhiều dữ liệu hơn, thiết kế cổ điển của nokia,",,,,,Positive,,,,,,
"Tính năng nổi bật: 4g 
Chất lượng sản phẩm: Loa trong nghe rõ 
Đúng với mô tả: Y chang có game facebook đầy đủ, chụp ảnh như hồi xưa,pin lâu hết",Positive,Positive,,,,,,,,Positive,
Kích hoạt bảo hành trước 10 ngày ít hơn cửa hàng thông báo uy tín chất lượng 👌 5 sao,,,,,,,,Positive,,,
Sản phẩm chất lượng đẹp ok sẻ ủng hộ típ giao hàng nhanh shipper thân thiện,,,,,Positive,,,,Positive,,
Săn sales được giá ngon nha mọi người. Tiền nào của nấy nhưng giá này tìm được con điện thoại pin trâu ram 6 128gb là tốt rồi luot web xem phim thôi cug đủ rồi quý dị,Positive,,,,,,Positive,,,,
Máy ok mới khui nên còn trải nghiệm,,,,,,,,,,Positive,
Sau mấy ngày sử dụng cập nhật hay sao ý nó không cho xem yt nữa mọi người ạ 💩,,,,,,,,,,Negative,
"Dung lượng lưu trữ: 128gb 
Nhóm màu: Đen trân châu 
Phân loại sản phẩm: 8gb giao nhanh. Sử dụng tốt. Mượt.",,,Positive,,,,,,Positive,,
Giao hàng nhanh. Sản phẩm đẹp. Tốt 👍,,,,,Positive,,,,Positive,,
"Sạc không ăn, pin mau hết",Negative,,,,,,,,,,
"Chức năng test thấy tốt nhưng màn hình bị phản quang, camera trước, camera sau bị bụi cam lem nhem. Camera trước bị nhiều qua, camera sau ít hơn, nhắn tin cửa hàng thì cửa hàng bảo loại giá rẻ nó thế, dù giá rẻ nó thế thì phải nói trước nếu chấp nhận thì mua chứ đây phản hồi lại mới bảo. Nói tóm lại không hài lòng",,Negative,,Negative,,,Negative,Negative,,,
Lừa đảo giao hàng vỡ không như quảng cáo,,,,,,,,,Negative,,
Hiệu năng đa nhiệm rất tệ. Máy đã bị bóc seal trước đó. Pin sạc đầy lâu hơn nhiều so với quảng cáo. Đóng hàng thiếu tai nghe. Ship tới trễ 6 ngày,Negative,,Negative,,,Negative,,,Negative,,
"Nút bấm lỏng lẻo dung lượng không đúng bluetooth kết nối kém. Mua bản 128gb nhưng thực tế chỉ có 64gb, bluetooth liên tục bị ngắt kết nối, các nút bấm cảm giác rất rẻ tiền.",,,,,Negative,,,,,,
"Màu sắc: Bạc 
Phân loại: Fullbox mới thích màu bạc của điện thoại., chống nước là một điểm cộng., thiết kế mỏng nhẹ, rất đẹp!, phiên bản quốc tế tuyệt vời với khả năng tương thích toàn cầu., chất lượng camera ấn tượng., thời lượng pin lâu dài., phiên bản quốc tế tuyệt vời với khả năng tương thích toàn cầu., màn hình tuyệt vời với tần số làm mới 90hz., giá trị tuyệt vời cho số tiền bỏ ra.,",Positive,Positive,,Positive,Positive,,Positive,,,,
"Nhóm màu: Xanh thời lượng pin lâu dài, hai khe cắm sim cho tiện lợi, chất lượng camera tuyệt vời để ghi lại những khoảnh khắc, dung lượng lưu trữ rộng rãi 128gb,",Positive,Positive,,,,,,,,,
Sản phẩm được đóng gói bằng hộp giấy thông thường.,,,,,,Neutral,,,,,
"Hiệu năng rất chậm, mở youtube cũng lag và giật. Đóng gói thiếu phụ kiện nhỏ. Ship giao không đúng giờ hẹn 2 lần.",,,Negative,,,Negative,,,Negative,,
Shipping giao hàng hỏng seal camera zoom kỹ thuật số mờ đóng hàng hộp giấy dễ rách,,Negative,,,,Negative,,,Negative,,
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb tốt lắm luôn, giao nhanh, điện thoại chính hãng, đúng mô tả",,,,,,,,,Positive,,
"Máy vừa rẻ vừa màn hình to rõ. Ba mẹ rất thích sử dụng, chưa biết bền không nhưng màu máy rất đẹp. Nên mua sử dụng nha mọi người",,,,Positive,Positive,,Positive,,,,
"Trùng số imel giữa hộp với máy, sẽ tiếp tục ủng hộ cửa hàng ở các đời máy sau",,,,,,,,,,Positive,
"Nhóm màu: Màu vàng 
mua màu vàng giao màu hồng máy 2 sim 2 sóng, lưu trữ được 256gb",,,,,,Negative,,,,,
Sản phẩm bao dam chất lượng tốt dong hang chac chan sau mot thoi gian su dụng,,,,,,Positive,,,,,
Đã mua nhiều lần ở đây rồi giá cả hợp lý chất lượng tốt. Hôm nay mới đánh giá được.,,,,,,,Positive,,,,
Điện thoại không mở nguồn được cửa hàng bán hàng gian dối đẹp tịm mey đi sai lầm khi mua cửa hàng này,,,,,,,,,,Negative,
"Ta nhất quyết đồng hồ Liên-xô tốt hơn đồng hồ Thuỵ Sĩ Hình như đấy là niềm tin, ý chí và tự hào Mường tượng rằng trăng Trung Quốc tròn hơn trăng nước Mỹ Sự thơ ngây đẹp tuyệt vời và ngờ nghệch làm sao",,,,,,,,,,,Neutral
"Máy hơi lag xíu, vuốt không ăn cho lắm nhưng làm máy phụ nghe gọi thì cũng được, màu không sáng không đẹp lắm",,,Negative,,Negative,,,,,,
"Máy sử dụng thời gian mới biết được, thông số như nhà sản xuất công bố",,,,,,,,,,Neutral,
Hàng thì đẹp gửi thì không tạo tài khoản s sài. Tạo 100lan trả được,,,,,Positive,,,,,,
"Hàng kém chất lượng, kiểu hàng xách tay loại 2. Pin chai. Nói chung thấy không uy tín cho lắm.",Negative,,,,,,,,,,
Nhóm màu: Màu đen hàng nokia mình nhận hàng rồi tốt mình sẽ đặc mua thêm 2cay nữa cám ơn cửa hàng nhé shiper nhiệt tình lắm,,,,,,,,,Positive,,
Nhóm màu: Màu xanh sản phẩm: Samsung j2 prime 16g hàng kém,,,,,,,,,,Negative,
"Tính năng nổi bật: Ram 8 256 g 
Đúng với mô tả: Cũng được 
Chất lượng sản phẩm: Tạm không biết game thể nào chứ mình lướt shopee hơi chậm nha. Thoi thi tiền nào của đó không đòi hỏi nhiều. Là điện thoại mà đong gói hơi lỏng lẻo á cửa hàng nên cho thêm độ dày chống xốc",,,,,,Negative,,,,Negative,
Hàng chính hãng thì quá ok rồi. Cảm ơn cửa hàng,,,,,,,,,,Positive,
Ship giao hàng hỏng phải đổi. Hiệu năng treo máy thường xuyên. Pin yếu khi gọi video.,Negative,,Negative,,,,,,Negative,,
"Giao hàng rất nhanh chưa đầy 24h từ Bến Tre lên Hồ Chí Minh, cửa hàng và Shopee, shipper hỗ trợ rất nhiệt tình để mình kịp có điện thoại sử dụng. Full box phụ kiện good.",,,,,,,,,Positive,,
Hình ảnh mang tính chất minh hoạ máy đẹp mới trải nhiệm nên chưa đánh giá chính xác được,,,,,Positive,,,,,,
"Giao hàng đầy đủ, đúng loại nhưng không phải là hàng mới vì ống kính camera rất cũ và trầy xước rất nhiều, chứng tỏ máy cũ không đúng như quảng cáo nhưng vì máy rẻ hơn cửa hàng khác nên cũng tạm chấp nhận!",,,,,Negative,,Positive,,,,
"Nhóm màu: White 
Dung lượng lưu trữ: 256gb shipper dễ thương, dịch vụ tốt",,,,,,,,,Positive,,
"Tồi lừa đảo hiệu năng yếu, chăm sóc chậm",,,Negative,,,,,Negative,,,
"Tồi sai lệch kém shipping muộn. Camera mờ ban đêm.,",,Negative,,,,,,,Negative,,
"Đúng với mô tả: Đúng với mô tả 
Tính năng nổi bật: Rất ổn 
Chất lượng sản phẩm: Cực tốt cửa hàng uy tín mọi người nhé",,,,,,,,,,Positive,
"Giao hàng nhanh, sản phẩm chất lượng tốt như quảng cáo. Sẽ quay lại tiếp!",,,,,,,,,Positive,,
"Cập nhật làm mất data backup không nhắc cập nhật lỗi, mất cài đặt và ảnh,",,,,,,,,,,Negative,
"Tính năng nổi bật: Cửa hàng bọc lại seal máy đã qua sử dụng 
Đúng với mô tả: Sản phẩm mất seal và cửa hàng tự làm lại cửa hàng đóng seal lại xong bán online cho khách, tưởng khách không biết nhưng không phải ai cũng ngáo mà không biết giữa đóng seal và nguyên seal. Mặt lưng còn lớp seal ngoài mà đã đen thui dơ hầy. Nhắn tin thì cửa hàng giải quyết như kiểu cho có ))) thôi thì mua 1 lần là né. Mall mà làm việc như chợ búa ))) mọi người mua máy nhớ check kĩ trước ở cửa hàng này, để không mua máy mất seal phải đổi trả tốn time",,,,,,Negative,,Negative,,Negative,
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Tôi rất hài lòng khi nhận hàng của cửa hàng, máy rất đẹp, cảm ứng nhạy,mọi chức năng ổn áp. Chúc cửa hàng luôn đắt khách và thành công",,,,,Positive,,,,,,
"Màu sắc: Đen 
Phân loại: Nguyên seal máy mở ra có bụi bám vào các kẽ viền máy, có xước 1 đoạn nhỏ nắp lưng, nắp lưng không rõ có đóng lại hay không ? tạm chấp nhận sài 1 thời gian sẽ sửa lại",,,,,Negative,,,,,,
"Chính sách bảo hành sản phẩm theo tiêu chuẩn, không có thêm điều khoản đặc biệt. Thiết kế máy không có nhiều thay đổi so với thế hệ trước.",,,,,Neutral,,,Neutral,,,
"Tính năng nổi bật: No cam 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng cty nào cấm điện thoại có cam thì em này là sự lựa chọn tuyệt vời, cửa hàng tư vấn siêu nhiệt tình, sẽ ủng hộ tiếp.",,,,,,,,Positive,,,
"Tình trạng: 96% 
Nhóm màu: Vàng đã nhận được hàng điện thoại sử dụng tốt nhưng mau hết pin quá tiền nào của nấy chịu thôi",Negative,,,,,,Neutral,,,,
"Màu sắc: Xanh 
Phiên bản: Bản locksim-hư sim hàng 99%. Cửa hàng uy tín mới ngừơi ủng hộ cửa hàng nhé. Cửa hàng làm anh ăn có tâm lắm",,,,,,,,,,Positive,
Pin tụt nhanh dù đã tắt hết app. Hao pin ẩn. Quản lý pin kém. Để qua đêm pin mất gần 15% dù đã tắt hết mọi thứ. Hiệu năng không được mượt,Negative,,Negative,,,,,,,,
"Lần đầu tiên mua hàng bên cửa hàng mà không được đồng kiểm, rất lo và ái ngại. May mà điện thoại cửa hàng đóng gói cẩn thận. Nguyên hộp. Khá hài lòng. Máy mới khá mượt. Không biết có bền không. Sẽ trải nghiệm và nếu ổn sẽ quay lại ủng hộ cửa hàng ạ.",,,Positive,,,Positive,,,,,
"Hiệu năng khựng lướt web, dịch vụ khách hàng hứa hẹn suông. Camera xóa phông méo mặt, pin giảm 18% chờ đợi.",Negative,Negative,Negative,,,,,Negative,,,
"Xài ổn, nhẹ, sạc nhanh, sẽ mua ủng hộ nếu cần, sản phẩm chất lượng, hài lòng sản phẩm",Positive,,,,,,,,,Positive,
"Màu sắc: Bạc 
Phân loại: Fullbox mới nhận hàng, Máy cài sẵn mimui13 ",,,,,,,,,,Neutral,
"Chất lượng sản phẩm: Cảm tư rọc nha đồ sử dụng khá tốt, ổn, không thấy sản phẩm bị lỗi, nên mua và sử dụng",,,,,,,,,,Positive,
"Dung lượng lưu trữ: 32g camera mờ đốm ⚡ 
Hiệu suất: Mới sử dụng mà lag lên lag xuống màn hình lâu lâu hơi đơ cảm ứng",,Negative,,Negative,,,,,,,
"Khả năng lưu trữ: 32gb 
Nhóm màu: Nhiều màu máy tốt theo tầm giá. Vậy là hợp lý rồi. Cửa hàng nhiệt tình. Tặng cửa hàng 5 sao. Nhân viên giao hàng cực kỳ dễ thương.",,,,,,,Positive,Positive,Positive,,
Sản phẩm giống mô tả…….. Giao hàng nhanh chóng chóng….. Chất lượng thì chờ sử dụng mới biết…. *#0000# vẫn là 6310. Nhưng chỉ có ốc sau lưng không thấy có tem dán thôi…,,,,,,,,,Positive,,
"Trước có mua cái a55 ở cửa hàng rồi. Giờ mua thêm cái a56. Mới xài 2 ngày tạm thời thấy ổn, giá rẻ đóng gói kĩ",,,,,,Positive,Positive,,,,
Phương thức vận chuyển mà cửa hàng đang sử dụng là gì?,,,,,,,,,Neutral,,
"Chất lượng sản phẩm: Hàng lỗi thời 
Đúng với mô tả: Không đúng 
Tính năng nổi bật: Chip yếu xử lý chậm chạp, pin xuống nhanh, đống gói không cẩn thận",Negative,,Negative,,,Negative,,,,,
"Có đốm trên màn hình,hay tắt nguồn",,,,Negative,,,,,,,
Cửa hàng cung cấp thông tin về thông số kỹ thuật của sản phẩm khá chính xác.,,,,,,,,Neutral,,,
Nhóm màu: Màu đen một chiếc điện thoại nhỏ gọn dễ mang theo làm máy phụ thời lượng pin tạm ổn chất lượng đánh giá sau,Positive,,,,Positive,,,,,,
"Đúng với mô tả: Ổn thôi 
Chất lượng sản phẩm: Cửa hàng để ram 8/256gb mà check có 6/128gb thôi",,,,,,,,,,Negative,
Camera thiếu chống rung. Pin hao dữ khi game. Ship giao thiếu hóa đơn.,Negative,Negative,,,,,,,Negative,,
"Sử dụng được hơn tháng thấy máy vẫn ổn định, đáng mua nha mọi người",,,,,,,,,,Positive,
"Sản phẩm mua về sử dụng rất tốt, cấu hình sử dụng rất mượt, dễ sử dụng và dễ thao tác, màn hình và độ sáng máy cao nên xem phim sắc nét.",,,,Positive,,,,,,,
"Color: Đen-m goodôm vừa và thoải mái, chất liệu chất lượng cao, chất liệu chất lượng cao, trông đơn giản và đẹp trai, hiện đại và thời trang, chất liệu chất lượng cao, ôm vừa và thoải mái,",,,,,,,,,,,Neutral
"Nhóm màu: Vàng chất lượng: Thương hiệu đáng tin cậy,",,,,,,,,,,Positive,
"Máy khá đẹp, phụ kiện đầy đủ, rất hài lòng, cửa hàng rất nhiệt tình ạ.",,,,,,,,Positive,,,
Cửa hàng giao hàng đầy đủ đúng màu đúng mẫu ok nha giao hàng nhanh,,,,,,Positive,,,,,
"Chất lượng sản phẩm: Điện thoại sử dụng nóng,hao pin hơn cả điện thoại cũ pin thấp của tôi,cửa hàng không cho đổi,đem kiểm tra rồi trả lại nói bình thường",Negative,,,,,,,Negative,,,
"Đúng với mô tả: Gần đúng 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Ngoại hình mới mình review sau 2 tuần sử dụng, máy gần đúng cửa hàng mô tả chỉ có bộ nhớ thực tế 100gb nhưng không sao, các thông số khác đúng. Mình mua làm điện thoại phụ chơi game ổn áp",,,Positive,,Positive,,,,,,
"Tính năng nổi bật: Bình thường 
Đúng với mô tả: Bình thường 
Chất lượng sản phẩm: Máy đã bị kích hoạt bảo hành trước 1 tháng,hỏi mấy ông cùng đặt cũng kích hoạt cùng thời gian pin máy yếu kinh,yếu hơn cả mấy con pin 4,5k mah được mỗi phần sạc nhanh nếu chỉnh sang chế độ sạc nhanh của nó thì cũng gần ngang 50p hơn máy cũng không có quá nhiều điểm đặc biệt hơn nữa",Negative,,,,,,,Negative,,,
"Hàng dễ vỡ quá, thiết kế không được chắc chắn....3 sao thôi nhé",,,,,Negative,,,,,,
"Giao hàng nhanh và tư vấn nhiệt tình sản phẩm và chất lượng tốt đáng điểm 10 giá so với chất lượng thì rất tuyệt vời, rất vừa ý. Cảm ơn cửa hàng nhiều",,,,,,,,Positive,Positive,,
Đã sử dụng nhưng còn ngon nhé. 5 sao,,,,,,,,,,Positive,
Loa bé ghê😮‍💨😮‍💨😮‍💨,,,,,,,,,,Negative,
Chính sách bảo hành được áp dụng trong 12 tháng,,,,,,,,Neutral,,,
"Ê ưng nhaaaa giá quá tốt, loa to, lướt nhanh, xem phim màn rộng, rất tốt luôn, như mới, m mua cho mẹ nội, nhận hàng rất hài lòng, sẽ mua lại cho mẹ ngoại 1 cái như vậy nữa cửa hàng ơiii cửa hàng có tâm nữa, mọi người nên mua, m đọc đánh giá các cửa hàng lòi pẹ mắt mới quyết định mua ở đây á",,,,Positive,,,Positive,,,Positive,
"
Thời lượng pin: Hơi kém do chai pin 📸⚡ 
Hiệu suất: Ổn định máy hơi nóng hiệu suất sử dụng bình thường mọi áp đều sử dụng được hết không bị văng, máy không có vân tay. Chất lượng camera tốt tốt",Negative,Positive,Positive,,,,,,,,
"Cửa hàng uy tín nhé mọi người, mua lần đầu của cửa hàng cũng hơi đắn đo. Mà không sao, máy mới nguyên seal, chính hãng😉",,,,,,,,,,Positive,
"Tính năng nổi bật: Đúng hàng đúng mẫu mã 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng all do điện thoại giá rẻ không đòi hỏi nhiều máy nói chung tốt mượt",,,Positive,,,,Positive,,,,
Có 1 lỗi khá nghiêm trọng là máy rất hay bị loạn cảm ứng(trừ3sao) là 1 lỗi nữa là máy thường bị đen màn hình tầm 0.1 giây(trừ 1sao) tóm lại sản phẩm tuy mới nhưng trải nghiệm rất tệ không nên mua,,,,Negative,,,,,,,
"Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Sản phẩm tốt còn được tặng tai phone",,,,,,,,,,Positive,
Hình ảnh sắc nét âm thanh sống động xứng đáng với giá tiền,,,,Positive,,,Positive,,,Positive,
Chưa sử dụng nên chưa biết chất lượng ra sao? nên mua nếu bạn có như cầu sử dụng máy bàn.,,,,,,,,,,Neutral,
"Nhóm màu: Đen 
Dung lượng lưu trữ: 16gb tốt",,,,,,,,,,Positive,
Máy đẹp chức năng tốt nhưng không còn áp suất camera có bụi bẩn vào tháo ra kiểm tra thì lại thiếu hai cái ốc bận quá nên không gửi đi đổi,,Negative,,,,,,,,,
Hàng đẹp giá cả tốt mua về cho con xem youtube quá hợp lý giao hàng nhanh hàng đẹp long lanh nha bà con có điều kiện sẽ ủng hộ cửa hàng thêm,,,,,Positive,,Positive,,Positive,,
"Đúng với mô tả: Hàng cấu hình và màu sắc giống với quảng cáo. 
Chất lượng sản phẩm: Giao hàng đã khui seal và khởi động từ tháng 3/2025. Nhận hàng tháng 8/2025. Nên không thấy hài lòng. Có vếch xước mỏng nhẹ màn hình.",,,,Negative,,,,,Negative,,
"Màu: Đen máy đẹp, mới lây thấy chạy tốt. Nhưng quảng cáo bản ram 12 mà giao ram8. Nên cảm thấy bị lừa..",,,,,Positive,,,,Negative,,
Sản phẩm bên cửa hàng vừa rẻ vừa tốt nè. Mình sẽ ủng hộ lần kế tiếp ạ. Các bạn vào ủng hộ cửa hàng nhé. Mình đã sử dụng nên quên hog chụp ảnh lại ạ. Cửa hàng thông cảm mình sử dụng ảnh minh họa để nhận xu ạ🌹,,,,,,,,,,Positive,
"Zin keng, máy đẹp, camera khủng",,Positive,,,Positive,,,,,,
"Chất lượng sản phẩm: Tốt trong tầm giá 
Đúng với mô tả: Đúng với mô tả",,,,,,,Positive,,,,
Điện thoại bi sận nguồn không lên màn hình,Negative,,,,,,,,,,
"Chất lượng sản phẩm đúng mô tả, giá cả sản phẩm hợp lý, đóng gói ổn.",,,,,,Positive,Positive,,,,
"Với tầm giá 2tr thì đây là sản phẩm đáng tiền mua về sử dụng tác vụ bình thường đáng mua nha mọi người, điện thoại màn hình đẹp nhiều tính năng hay anh em mua về giải trí được, máy không thiên về quay chụp. Giá 2tr như vậy quá tốt rồi không đòi hỏi gì thêm 5 sao",,Neutral,,,Positive,,Positive,,,,
"Kém thông tin không chính xác không có jack tai nghe, phải mua adapter,",,,,,,,,,,Negative,
"Sản phẩm: Sản phẩm giả mạo, sản phẩm không như mô tả, sản phẩm chất lượng kém cửa hàng báo là oppo note 4z 5g, kiểm tra imei, sh thái độ khó chịu,tự ý hủy đơn của khách sau khi phản hồi, 1 sao không đáng",,,,,,,,Negative,,,
"Đúng với mô tả: Tốt 
Tính năng nổi bật: Tốt
Mua hàng bắt thanh toán chuyển khoản trước, mà giao hàng thì lâu đặt 15 dự kiến 18 19 giao mà 21 nhận được hàng, biết trước mua bên apple rẻ hon mà thanh toán khi nhận hàng cho khỏe",,,,,,,,,Negative,,
"Sau 1 tháng dùng mình có đánh giá: Với tầm sấp sỉ 2tr5 thì được con máy ""ngon"" như này là quá ổn, ""ngon"" ở đây là hiệu năng máy tác vụ mượt mà phù hợp chiến game, làm máy phụ, hay dùng để xem YT, bù lại thì màn không được đẹp và chỉ có 1 loa và camera không đẹp đâu, nhưng bù trừ vậy là hợp lí. Cửa hàng live áp mã giảm sâu nữa, mọi người canh mà đặt nha, và cửa hàng chăm sóc khách hàng tốt.",,Negative,Positive,Negative,,,Positive,Positive,,,
Với giá mà em săn sale được với giá 3x thì quá ngon,,,,,,,Positive,,,,
"* Sản phẩm dễ sử dụng, có ghi chú hướng dẫn rõ ràng. Tôi vô cùng hài lòng với lần mua sắm này. * Giao hàng nhanh, đóng gói kỹ lưỡng. Sản phẩm chất lượng cao, giá khá tốt. * Sản phẩm giống như hình ảnh trên Shopee. Rất hài lòng và sẽ quay lại lần sau nha!",,,,,,Positive,Positive,,Positive,,
"Màu sắc: Bạc ram/bộ nhớ: Ram 8g/128g 
chơi game ngon có điều sạc không vô nói chung khá ổn trong tầm giá",Negative,,Positive,,,,Positive,,,,
"Pin phồng nhẹ sau 2 tuần, lo quá. Vân tay nhận kém, phải chạm nhiều lần. Chăm sóc khách hàng yêu cầu gửi về hãng lâu",Negative,,,,,,,Negative,,,
"Tệ thất hứa pin hao nhanh khi standby, chăm sóc thờ ơ gọi mãi không nghe máy, hiệu năng chậm chạp mở web cũng ""chậm""",Negative,,,,,,,Negative,,,
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb thiết kế tuyệt đẹp, màn hình sống động, tuổi thọ pin lâu dài,",Positive,,,Positive,Positive,,,,,,
Dù trải nghiệm mua sắm chưa thất sự tốt. Nhưng cửa hàng hỗ trợ nhiệt tình.,,,,,,,,Positive,,,
"Màu sắc: Đen 
Phân loại: Nguyên seal ngon vãi chưởng. Lên được android 13 miui 14 luôn mới ghê chứ. Hết hồn con chồn luôn. Cửa hàng giao hàng nhanh. Phản hồi cũng nhanh. Làm ăn rất uy tín. Mọi người nên mua.10 sao cho cửa hàng",,,,,,,,Positive,Positive,Positive,
"Tính năng nổi bật: Oce đấy chứ 
Chất lượng sản phẩm: Chất lượng sản phẩm tốt 
Đúng với mô tả: Đúng với mô tả hình nhr mang tính chất nhậm xu",,,,,,,,,,Positive,
Sản phẩm: Hàng lỗi hoặc bị hư hỏng hàng bị móp nhưng shopee từ chối trả hàng dù đã làm theo đầy đủ hướng dẫn trả hàng của shopee,,,,,,,,,,Negative,
"Mình cũng xem review về em này rồi mình thấy cũng tốt á chip thì tốt trong phân khúc giá cả tốt nữa chứ 🥰. Nói chung là đáng mua á, nhưng mà điện thoại này sử dụng chơi game, Facebook, tt, ytb, nhạc cũng tốt. Chụp hình thì không đáp ứng được với người thích chụp ảnh.",,Negative,Positive,,,,Positive,,,,
Màu máy: Màu đen sản phẩm: Samsung a70 6/128gb lần đầu tiên mua hàng trên của cửa hàng điện thoại sử dụng tốt lắm chuẩn lắm luôn nha cửa hàng bán cho mình đúng máy giá cũng phù hợp với giá tiền mình bỏ ra chuẩn lắm luôn nha cảm ơn cửa hàng nhiều lần sau mình sẽ giới thiệu mọi người ủng hộ cho cửa hàng giao hàng nhanh xíu nữa thì quá tốt luôn cảm ơn cửa hàng nhiều,,,,,,,Positive,,Positive,,
"Điện thoại vừa mua về đã bị rơi kính bảo vệ camera, pin để qua đêm là hết, tôi liên hệ cửa hàng để hỏi về bảo hành mà cửa hàng không trả lời, bây giờ làm sao?",Negative,,,,,,,Negative,,,
"Tính năng nổi bật: Mạnh ngon chơi all game nặng 
Đúng với mô tả: Đúng với mô tả camera sau hơi trầy với bị bể ở cạnh",,,Positive,,Negative,,,,,,
