data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Chất lượng sản phẩm: hiệu năng phù hợp với cấu hình cung cấp, hoạt động ổn định trong sử dụng cơ bản.",,,Neutral,,,,,,,,
"Mua cho bà sử dụng nghe nhạc thôi mà hàng lỗi nặng quá. Không sử dụng nổi. Trót nhận hàng rồi , liên hệ mà cửa hàng làm bộ như không hiểu. Đủ biết là không trả được nữa",,,,,,,,Negative,,,
Màn hình có kích thước 6.1 inch và độ phân giải tiêu chuẩn.,,,,Neutral,Neutral,,,,,,
"camera out of focus megapixel ảo ảnh mờ, noise nhiều, flash không ăn,",,Negative,,,,,,,,,
"Màu sắc: bạc 
Phân loại: nguyên seal +sạc 18w tính năng:nguyên seal + sạc 18w hoco chất lượng:tuyệt vời chất liệu:mới 100% đẹp ưng ý hoàn toàn đáng mua, camera màu chưa ưng lắm",,Negative,,,Positive,,Positive,,,,
"Sản phẩm giống mô tả, giao hàng nhanh, chất lượng, hài lòng lắm",,,,,,,,,Positive,,
cửa hàng làm ăn gian dối để một dạng giáo một nẻo,,,,,,,,,,Neutral,
"Màu sắc: bạc 
Phân loại: nguyên seal +sạc 18w chất lượng: tốt nha máy trong tầm giá 2tr5 thì không đòi gì thêm tính năng:về nâng lên miui 14 android 13 khá mượt chip với pin đúng như mô tả chất liệu:khá tốt cứng bền còn sài trong bao lâu thì tuỳ theo ng sử dụng",Positive,,Positive,,Positive,,Positive,,,,
"Máy đẹp quá tốt, cửa hàng tư vấn tốt",,,,,Positive,,,Positive,,,
Chất lượng :thấy tốt nghe to rõ tặng cửa hàng 5 sao 🌟 🌟 🌟 🌟 🌟,,,,,,,,,,Positive,
Giá rẻ mà rất ngon nha . Anh em nên mua nha,,,,,,,Positive,,,,
"Nhóm màu: xanh ngọc dung lượng: 4gb/64gb ram 4gb + bộ nhớ 128gb, sạc nhanh 25w, camera chính 50mp, màn hình hd+ 6.7 inch, thiết kế hiện đại,",,,,Positive,Positive,,,,,,
"Màu sắc: đen 
Phân loại: nguyên seal +sạc 18w máy đẹp và rẻ rất đáng mua sử dụng rất mượt không hiện tượng dật lag 5 sao",,,Positive,,Positive,,Positive,,,,
Màu sắc: vàng giao hàng nhanh nhận sim nhanh điện thoại thì đẹp mua thêm vài cái nữa đó cửa hàng ơi,,,,,Positive,,,,Positive,,
"Giao hàng hơi lâu, trong màn hình có 1 đốm bụi nhỏ. Ngoại hình tốt, chức năng đang sử dụng ổn. Nói chung là do 2 điểm yếu nêu trên nên cũng không hài lòng lắm, 3 sao",,,,Negative,,,,,Negative,,
Chất lượng sản phẩm: hiệu năng đáp ứng các tác vụ cơ bản theo cấu hình được công bố.,,,Neutral,,,,,,,,
"Pin hư, sạc không vào, lúc được lúc không",Negative,,,,,,,,,,
Sản phẩm tạm ổn với mức giá,,,,,,,Positive,,,,
"Đúng với mô tả: máy không hoạt động lên sập liên tục máy mua về bóc hộp đã bị lỗi gửi trả hàng cửa hàng nhận hàng từ ngày 12 đến tận ngày 18 mới trả lời là hãng báo không lỗi gì. trong khi đó sử dụng bị sập nguồn liên tục, kiểm tra máy chi chít panic full. mình đã báo tổng đài apple trước khi trả hàng, bên apple chạy chuẩn đoán không được, họ hướng dẫn chạy qua itune cũng không được. tôi có đầy đủ bằng chứng là máy lỗi.",,,Negative,,,,,,,Negative,
"Điện thoại ổn , 128 gb khai 256gb, cảm biến vân tay lỗi. Hết",,,,,,,,,,Negative,
Mới mấy ngày đã sọc màn hình,,,,Negative,,,,,,,
Đúng với mô tả: Camera sau cho chất lượng ảnh tương đương với các sản phẩm cùng phân khúc.,,Neutral,,,,,Neutral,,,,
"với tầm tiền này thì có máy 128gb dẫy là quá ngon rồi, máy mới 99% đẹp sang vãi, máy mượt mà thoải mái lưu. cửa hàng tư vấn trả lời nhắn tin nhanh nhiệt tình thân thiện!! cho 5 sao bà con cứ yên tâm mua nhé🤯",,,,,Positive,,Positive,Positive,,,
"Chăm sóc khách hàng kém ghi hỗ trợ 24/7 nhưng không trả lời chậm, không xử lý khiếu nại,",,,,,,,,Negative,,,
Lắp ráp lỏng lẻo không đúng cấu hình camera trước mờ. Ship hàng mất 3 tuần mà không báo trước,,Negative,,,Negative,,,,Negative,,
dang hang xanh nhac ma giao mau hong nhac pin nhanh het,Negative,,,,,,,,Negative,,
Chuẩn bị hàng và giao hàng quá lâu. Mình đặt từ 28/12 đến 10/1 mới đến tay trong khi mình ngay ngoại thành hn. Bọc hàng khá kĩ nhưng hộp của ip vẫn bị df 1 góc như hình. Chất lượng sản phẩm phải sử dụng mới đgia được. Giá rẻ.,,,,,,Positive,Positive,,,,
Pin tuột nhanh như trượt xe trên dốc đà lạt. Máy không gọi được. Phế,Negative,,,,,,,,,,
"Nó chỉ sài được wifi 2,4ghz thui nghen giờ ngta sài lên 5ghz đa số rồi mua về có nước đăng ký 3g chứ ra ngoài không phải quán nào cũng sài được wifi đâu linh kiện thời đồ đá :v hỏng ghi rõ trong mô tả nếu bt sớm kh mua chi",,,,,,,,,,Negative,
"Đúng với mô tả: đúng với mô tả 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: cam zoom 100 lên đời từ note 10+ sang s25u, mình thấy máy cầm nặng tay, màu này đẹp, có chút giống màu ánh cực quang note10 đang sử dụng",,Neutral,,,Positive,,,,,,
Máy rất mượt nhưng không có sạc và bìa để chống vỡ,,,Positive,,,,,,,,
"Đúng với mô tả: máy đẹp quá ngày xưa sinh viên chỉ dám mơ 
Chất lượng sản phẩm: tốt",,,,,Positive,,,,,,
"máy nguyên seal chuẩn chính hãng, màu champagne xinh lắm rất",,,,,Positive,Positive,,,,,
Máy được cài sẵn phiên bản phần mềm gốc. Mình sẽ tự tìm hiểu các tính năng sau.,,,,,,,,,,Neutral,
"Nhóm màu: màu bạc 
Dung lượng lưu trữ: 128gb điện thoại đẹp không tì vết giao hàng tốt.hộp đựng bị móp góc,nhờ đóng gói kỷ nên không sao shipper dễ thương cửa hàng uy tín mọi người nên ủng hộ.khi cần sẻ quay lại.",,,,,Positive,Positive,,,Positive,,
"Chất lượng sản phẩm: điện thoại bắt sóng rất kém, 4g chậm sử dụng chán lắm, độ phân giải thấp 
Tính năng nổi bật: nfc 
Đúng với mô tả: tạm hàng nguyên seal, góc hộp hơi móp chắc là bị ném mạnh, điện thoại bắt sóng cực kỳ kém hic hic ....không nên mua",,,,,,Negative,,,,Negative,
"hiệu năng rất chậm, mở youtube cũng lag và giật. đóng gói thiếu phụ kiện nhỏ. ship giao ko đúng giờ hẹn 2 lần.",,,Negative,,,Negative,,,Negative,,
Thiết kế máy có trọng lượng được công bố là 200 gram.,,,,,Neutral,,,,,,
"ưng ý với sản phẩm cảm ứng mượt, nhiều tính năng mới mẻ ai khá thông minh",,,Positive,,,,,,,,
"Máy sử dụng lác quá, loa rè",,,Negative,,,,,,,Negative,
"Color family: random color sản phẩm: màu đen cáp sạc cửa hàng uy tín,tốt nha cửa hàng ơi mình đã nhận được điện thoại rồi nhé máy sử dụng tốt lắm máy còn mới tốt lắm nha .cửa hàng buôn bán uy tín bán đúng sản phẩm mình cần nè tặng cửa hàng 5 sao",,,,,,,,,,Positive,
"Chất lượng sản phẩm: máy lag kinh khủng, có lúc còn không lên nguồn được, máy không sử dụng được sim, phần góc máy vỡ nhẹ và mình có liên hệ với cửa hàng qua cả zalo lẫn shopee nhưng không hề được phản hồi. Trước khi nhận hàng cửa hàng trả lời cũng nhiệt tình mà ạ. Mình đọc bình luận thấy cửa hàng uy tín nên quyết định tin tưởng vậy mà, mình không có nhiều tiền nên dù máy ít tiền thì mua không sử dụng được vẫn rất phí ạ 🙂 
Đúng với mô tả: 50℅ sản phẩm: hàng lỗi hoặc bị hư hỏng tệ",,,Negative,,Negative,,,Negative,,,
"hàng giao không có củ sạc, hàng còn bị vỡ do đóng gói không kĩ, sơ sài",,,,,,Negative,,,,,
"Lần đầu đặt điện thoại online nên khá là hồi hộp, mong ngóng! Sẽ đánh giá sau nha cả nhà.",,,,,,,,,,Neutral,
"bị lỗi không nhận sóng wifi đã đem đi bảo hành, nhưng phần bảo hành thấy chưa ổn. Là người được chọn nên có gửi máy đi bảo hành, nhưng đã hơn tuần vẫn chưa được xử lí thỏa đáng, xin được để lại đánh giá vài hôm nữa trả bảo hành sửa đánh giá sau.",,,,,,,,Negative,,,
Chất lượng sản phẩm: chất lượng sản phẩm thì được nhưng mà pìn quá tệ từ sáng đến chiều là hết pin bà con có mua thì liên xét kĩ,Negative,,,,,,,,,,
"Tính năng nổi bật: loa to 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng phone khá nặng. Sáng đặt hàng, fpt cửa hàng giao hàng ngay trong buổi chiều.",,,,,,,,,Positive,Positive,
máy mạnh và rất mượt nhé nhạc rất là hay ủy tính nhiệt tình cho 5 sao,,,Positive,,,,,,,,
"Dở tệ sai lệch dở đóng gói kém. Pin yếu, sạc lâu.,",Negative,,,,,Negative,,,,,
Thiết kế không quá đặc biệt nhưng cũng không lỗi thời. Chính sách bảo hành được thực hiện theo đúng quy định.,,,,,Neutral,,,Neutral,,,
"Màu sắc: màu vàng gold 
Phiên bản: likenew chủ cửa hàng nhiệt tình dã man. hàng của cửa hàng chuẩn zin, chất từng mi li mét. mình chính thức vote cửa hàng 5 sao nhé, lần sau giảm giá cho mình lên đời nha",,,,,,,,Positive,,,
đóng gói lỏng lẻo phụ kiện rơi pin yếu chỉ 5h dùng camera chụp gần mờ,Negative,Negative,,,,Negative,,,,,
"Không đúng cấu hình RAM/ROM như quảng cáo, ghi sđt lỗi. Khác với mô tả spec. Tính năng chuyển dữ liệu khó, hiệu năng đa nhiệm kém, ship chậm",,,Negative,,,,,,Negative,,
Lúc mới mua còn mở lên được không sử dụng được youtube bị hư phím,,,,,,,,,,Negative,
"Màu sắc: xanh lá giao diện dễ sử dụng, màn hình rõ ràng và sáng, loa rõ ràng và to, thời lượng pin lâu dài,",Positive,,,Positive,,,,,,Positive,
Điện thoại hư hỏng nặng không đùng được ,,,,,,,,,,Negative,
"Kém không đúng yếu shipping chậm nghiêm trọng. Hiệu năng bất ổn định.,",,,Negative,,,,,,Negative,,
"Máy thường xuyên bị treo khi chuyển app. Pin sạc rất nóng. Ship bị trễ hơn 2 ngày so với dự kiến. Ảnh selfie bị làm mịn quá đà, mất chi tiết.",,Negative,,,,,,,Negative,Negative,
Đặt hàng hôm giao thừa nên không muốn hoàn hàng điện thoại khá ổn nhưng lại hết pin nhanh sạc 2 tiếng đồng hồ mà xem được 20 phút tốt nhất bạn nên bỏ ra thêm tí tiền nữa chọn cái tốt hơn,Negative,,,,,,,,,,
Chất lượng sản phẩm tốt. Đóng gói sản phẩm chắc chắn. Giao hàng nhanh.,,,,,,Positive,,,Positive,,
Mức giá này tương xứng với cấu hình được trang bị.,,,,,,,Neutral,,,,
Máy dễ bám bẩn. Máy quá nặng cầm mỏi tay. Camera zoom xa rất mờ. Pin tụt nhanh ngay cả khi tắt nguồn. Đóng gói không cẩn thận. Shipper vứt hàng ở cổng,Negative,Negative,,,Negative,Negative,,,Negative,,
điện thoại không chạy mượt mà vì hệ điều hành máy quá yếu để chạy android. không nên mua,,,,,,,,,,Negative,
Mức giá của sản phẩm được niêm yết là 10 triệu đồng.,,,,,,,Neutral,,,,
dịch vụ chăm sóc khách hàng làm việc từ thứ 2 đến thứ 6,,,,,,,,Neutral,,,
"Tính năng nổi bật: 😠 
Đúng với mô tả: không đúng với mô tả 
Chất lượng sản phẩm: thiếu với mẫu trên, không nhắn trc với khách hàng, đưa sản phẩm lỗi chỉ sử dụng để gọi được mọi ứng dụng khác không sử dụng được 😠😠😠😠",,,,,,,,Negative,,Negative,
Tính năng nổi bật: te không gui hang,,,,,,,,,Negative,,
"Nhóm màu: vàng 
Dung lượng lưu trữ: 6gb+128gb giao hàng nhanh chóng và an toàn, tuổi thọ pin lâu dài, tuổi thọ pin lâu dài,",Positive,,,,,,,,Positive,,
"Máy mượt còn về sau thì chưa biết. Mà nhận máy tốt nhìn mới,lần đầu mua điện thoại trên mạng sợ không đúng mẫu nhưn nhận hàng thì tốt.đómg gói kĩ",,,Positive,,,Positive,,,,,
Ship giao hàng hỏng phải chờ thay. Pin hao dữ khi nghe nhạc offline. Đóng gói bọt khí ít va chạm gây móp.,Negative,,,,,Negative,,,Negative,,
máy không lên màn,,,,Negative,,,,,,,
"firmware lỗi cập nhật hứa fix nhưng không treo máy sau cập nhật, phải reset,",,,,,,,,,,Negative,
"Tính năng nổi bật: hiệu năng mạnh 
Đúng với mô tả: đúng 95% lúc mới đặt hàng bật lên test thử thì thấy rất ưng, sản phẩm đẹp mắt cả trong lẫn ngoài nhưng lâu lâu vẫn có trường hợp lag lag. máy nhiều quảng cáo cần mình phải tự tắt bớt đi. nhận hàng lúc trưa 13h mở lần đầu, test sản phẩm pin ~ 50% sau đó tắt máy để ở nhà đi làm tới 12h đêm thì máy cạn pin không mở lên được phải sạc. không biết đây là trường hợp bình thường hay pin lỗi tụt nhanh trong vòng 9 tiếng không đụng chạm tới, mong cửa hàng hỗ trợ em.",Negative,,Positive,,Positive,,,,,,
"giao hàng nhanh chóng ,đóng gói sản phẩm đẹp, giá cả hợp túi tiền của sinh viên như mình, chất lượng vượt ngoài mong đợi và giá cả luôn, tốt nên cho cửa hàng 5 sao",,,,,,Positive,Positive,,Positive,,
"Nhận hộp nguyên seal, hàng seri Việt Nam. Sử dụng ổn tuy nhiên mình gặp tình trạng máy bị chậm (nhập văn bản cứ hay bị tình trạng đơ một lúc) bị thì là lý do gì ha cửa hàng?",,,Negative,,,,,,,,
máy này chậm lắm. sử dụng nhanh hết pin. loa mes nghe rất nhỏ. nên thêm tiền mua note 14 sử dụng ổn hơn nhiều,Negative,,Negative,,,,,,,Negative,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: real 
Tính năng nổi bật: xịn lần đầu mua hàng của samcenter, hàng real chuẩn, bọc 2 lớp chống sốc không sợ bị hỏng bên trong. Nguyên seal nên mọi người yên tâm mua nhé, giá thì quá hời",,,,,,Positive,Positive,,,,
Camera chụp ảnh trong điều kiện đủ sáng cho chất lượng trung bình. Thiết kế máy cầm tay vừa vặn.,,Neutral,,,Positive,,,,,,
Chính sách bảo hành đi kèm sản phẩm có đầy đủ các điều khoản theo tiêu chuẩn.,,,,,,,,Neutral,,,
bàn phím cứng bị lỗi bấm lúc được lúc không,,,,,,,,,,Neutral,
"tụt pin với sập nguồn liên tục, biết là với giá đó không nên đòi hỏi gì nhưng mà quá tệ so với số tiền bỏ ra. sử dụng hơn 1 tuần rồi mới đánh giá :))",Negative,,,,,,Negative,,,,
Geming nubia neo 2 cấu hình nhà sản xuất công bố rất cao nhưng thật sự bắt sóng rất tệ 2 còn thua cái xaomi not 9s sử dụng hơn 6 năm để 2 cái kế bên con neo 2 thì truy cập lúc được lúc không quay vòng còn con xaomi not 9s thì xem ngon lành,,,,,,,,,,Negative,
"Tính năng chụp đêm được tích hợp sẵn trong ứng dụng camera, mình chưa thử nghiệm.",,Neutral,,,,,,,,Neutral,
Điện thoại đẹp tốt so với tầm giá mượt mà với giá 1xxx mà được điện thoại vậy là quá ổn,,,,,Positive,,Positive,,,,
Nút nguồn không được nhậy,,,,,,,,,,Negative,
"Nhóm màu: đen hàng ổn nha mọi người ơi, mới đầu do 1 số vấn đề nên là hàng không kịp về nhưng mà cửa hàng giải quyết đến cùng, mình cứ nghĩ là cửa hàng lừa. Hơn 10 ngày chưa thấy máy nhưng mà do 1 số vấn đề của bên vận chuyển, cửa hàng đáng tin hàng nên mua nha mọi người",,,,,,,,Positive,Negative,Positive,
Đơn vị vận chuyển xác nhận đã nhận hàng từ người bán.,,,,,,,,,Neutral,,
"Tính năng nổi bật: iphone 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng lần đầu tiên đặt điện thoại qua shopee. không ngờ canh sale được rẻ vậy luôn. đúng là không bõ công chờ. lại còn đặt được đúng màu mình thích nữa chứ. nguyên tem mac nguyên seal luôn mới đã. thăng được hạng trên nè nữa chứ 🥰🥰🥰",,,,,,,Positive,,,,
Nhóm màu: màu xanh đậm khả năng lưu trữ: 128gb điện thoại tốt. Hàng sách tay cty at&t 1 sim 5g. Hình thức rất mới. Test game pubg max setting chơi rất đã. Không bị nóng máy lắm. Nên mua. Nhớ chú ý sản phẩm chỉ có 1 sim nha. Hộp đầy đủ sạc nhanh samsung và dây cáp.,,,Positive,,,,,,,,
"Màu sắc: màu ngẫu nhiên sản phẩm: mình rất vừa ý,máy đẹp,cầm chắc tay và cứng cáp,giá cả bình dân, kiểu dáng đẹp.cửa hàng uy tín giao hàng đúng hẹn,rất nhanh nhẹn,phục vụ tốt. Chất lượng máy rất tốt, đã test và sử dụng chưa thấy lỗi gì phát sinh.rất yên tâm về sản phẩm của cửa hàng",,,Positive,,Positive,,Positive,Positive,,,
Sản phẩm được đóng gói trong hộp giấy cùng cáp sạc và sách hướng dẫn.,Neutral,,,,,Neutral,,,,,
"Nhóm màu: đen 🔋 
Thời lượng pin:tuổi thọ pin lâu dài, bộ xử lý nhanh và hiệu quả, tuổi thọ pin lâu dài, 📸 
Chất lượng camera: hiệu suất mượt mà và nhạy bén,",Positive,,Positive,,,,,,,,
"Camera có các chức năng chụp ảnh cơ bản, phần mềm dễ làm quen.",,Neutral,,,,,,,,Neutral,
Pin sạc đầy nhưng tụt đột ngột. Camera zoom rung không ổn định. Đóng gói hộp tái chế mùi hôi.,Negative,Negative,,,,Negative,,,,,
"Pin của máy có dung lượng đúng như thông số, sẽ cần thêm thời gian để biết hiệu quả sử dụng.",Neutral,,,,,,,,,,
"Nhóm màu: xám nhạt 
Dung lượng lưu trữ: 128gb đã nhận được hàng. Đợi test nữa thôi",,,,,,,,,,Neutral,
"Nhóm màu: vàng 
Dung lượng lưu trữ: 16gb sản phẩm tuyệt vời sự dụng ổn định",,,,,,,,,,Positive,
sử dụng 1h tuần rồi chưa thấy lỗi gì,,,,,,,,,,Neutral,
Variation3: bạc variation1: không hộp (mới 100%) cho cửa hàng 5sao.vì phục vụ khánh hàng rất chu đáo.hàng đúng mô tả,,,,,,,,Positive,,,
"Xấu xí không khớp lag nặng khi cập nhật phần mềm, camera tối om noise đầy, shipping lỗi hỏng nút bấm nhẹ khi nhận",,Negative,Negative,,Negative,,,,Negative,,
đặt điện thoại vỏ cũ nhưng nhận được hàng rất ngạc nhiên vì vỏ vẫn rất mới. pin vẫn còn tốt. nói chung là chất lượng tốt ngoài mong đơi so với con điện thoại hơn 700k. rất đáng để mua,Positive,,,,,,Positive,,,,
"Nhóm màu: midnight 
Dung lượng lưu trữ: 128gb cửa hàng đóng kĩ, giao từ hà nội nhưng khá nhanh sản phẩm thì tốt. Tuy nhiên có hở màn hình 1 đoạn ngắn, nhưng đây là lỗi chung của ip thì phải nên vẫn cho 5 sao",,,,Positive,,Positive,,,Positive,,
Màu sắc: vàng sản phẩm: pin sạc dp 10.000mah ac giao không đung hang,Positive,,,,,,,,Negative,,
Không xem được youtube không đăng nhập được,,,,,,,,,,Negative,
Giá rẻ hàng rất tốt giống như mô tả cảm ơn cửa hàng lần sau ủng hộ tiếp,,,,,,,Positive,,,,
Quá trình giao hàng diễn ra trong khung thời gian dự kiến.,,,,,,,,,Neutral,,
"Nhóm màu: tai nghe 
Dung lượng lưu trữ: 8gb ❤❤❤cửa hàng uy tín bán hàng đúng như mô tả 😀đánh giá cửa hàng 5 sao….❤️ nhân viên giao hàng vui tính , cửa hàng siêu cute đã mua ở cửa hàng vài lần đều thích cả like like❤️",,,,,,,,Positive,Positive,,
chăm sóc khách hàng đưa ra hướng dẫn chung chung,,,,,,,,Negative,,,
"Sản phẩm: sản phẩm không như mô tả bán hàng không kèm hoá đơn điện tử hoặc hoá đơn giấy cho khách nên lại phải inbox hỏi xin để đủ căn cứ mang đến apple bảo hành, mọi người cân nhắc trước khi mua nhé",,,,,,,,Negative,,,
"sản phẩm đẹp, xứng đáng với giá tiền, phải chi được tặng ốp lưng thì tốt nữa",,,,,Positive,,Positive,,,,
"Thiết kế đẹp pin trâu phù hợp với việc lướt video shoopee kiếm xu, có thể chơi được nhiều game nhẹ. Chiến liên quân vẫn ổn nếu cài đặt cấu hình thấp, khi cần thiết có thể biến thành cực phát wifi.",Positive,,,,Positive,,,,,,
"Chất lượng sản phẩm: không tương thích ốp lưng. 
Đúng với mô tả: thiết kế sai. 
Tính năng nổi bật: thiết kế không chuẩn. Máy rất nóng khi chơi game. Camera chụp tối màu rất giả. Ship chậm và không giao tận nơi",,Negative,,,Negative,,,,Negative,,
"Hiệu năng tốt ram 6gb, tốt pin, tốt ngoại đẹp , hình phụ kiện đầy đủ tốt loa mic tốt chăm sóc khách hàng oke.",,,Positive,Positive,,,,Positive,,Positive,
điện thoại đẹp giá rẻ,,,,,Positive,,Positive,,,,
Nhóm màu: màu xanh da trời điện thoại này bền thôi rồi. Giá vừa rẻ nghệ gọi quảng quật vô tư.,,,,,Positive,,Positive,,,,
"Giao hàng nhanh chóng, thân thiện",,,,,,,,,Positive,,
Sản phẩm được giao với bao bì còn nguyên vẹn. Thời gian vận chuyển theo đúng dự kiến của sàn thương mại điện tử.,,,,,,Neutral,,,Neutral,,
"tồi tệ bịp bợm nóng ran tay không cầm nổi, camera mờ và chậm lấy nét, hỗ trợ khách hàng thái độ kém cỏi",,Negative,,,,,,Negative,,,
"kích cỡ: 5xl khuyến nghị 90-100kg 
Nhóm màu: cà phê tốt",,,,,,,,,,,Neutral
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: 9/10 
Tính năng nổi bật: nfc sản phẩm tốt",,,,,,,,,,Positive,
"Đúng với mô tả: vip 
Chất lượng sản phẩm: vip 
Tính năng nổi bật: vip cân tất cả mọi game trên mobile, âm thanh trấn động , quay phim như hollywood , chụp ảnh hơn nhà táo chỉ có thể là sony . Cửa hàng uy tín chất lượng",,Positive,,,,,,,,Positive,
"Chất lượng sản phẩm: dung 
Đúng với mô tả: màu tím đen giá ổn, chất lượng ổn, màu trong màn hình hơi tối, pin cũng không trâu như mình tưởng tượng, một số ứng dụng không tải được",Negative,,,Negative,,,Positive,,,,
"Sạc nóng quá sạc nhanh giả sạc lâu, pin giảm nhanh khi sạc,",Negative,,,,,,,,,,
"Nhóm màu: bạc chất liệu:điện thoại có dấu hiệu đã mở siu chứ không phải nguyên siu,pin khi vừa khởi động lên chỉ còn 45%.này có thể coi là máy siêu lướt hợp lý hơn",Negative,,,,,,,,,,
Snapdragon 685 yếu sinh lí. Máy pin rất trâu,Positive,,Negative,,,,,,,,
"Color: đen-xl tuyệt vời cho phong cách đường phố, hiện đại và thời trang, thời trang hàn quốc đang thịnh hành, ôm vừa và thoải mái,",,,,,,,,,,,Neutral
"Màu sắc: bạc 
Phân loại: nguyên seal +sạc 18w hàng đúng nguyên sell nhé, bản quốc tế nội địa nhật, lắp sim vào sử dụng bình thường, đã nâng cấp lên android 13. vì máy của nhật nên trong hộp chỉ có máy và ốp lưng, cửa hàng có tặng kèm sạc nhanh và day cáp. khá hài lòng.",,,,,,,,,,Positive,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb 🔋 
Thời lượng pin: tốt 📸 
Chất lượng camera: tốt ⚡ 
Hiệu suất: tốt dịch vụ khách hàng xuất sắc, bộ xử lý mạnh mẽ và nhanh chóng,",Positive,,Positive,,,,,Positive,,,
"dòng máy chuyên chiến game chắc ăn mượt rồi, cái gì cũng có điểm mạnh điễm yếu nó, mua máy này về phục vụ chụp hình thì bỏ ý định đi nhé, dành chiến game thôi.",,Negative,Positive,,,,,,,,
"Dung lượng lưu trữ: 128gb 
Nhóm màu: đen trân châu 
Phân loại sản phẩm: 8gb hàng được đóng gói cẩn thận. Thời gian đặt và giao hàng nhanh. Hàng chính hãng, thiết kế đẹp, mỏng và nhẹ, sài khá ổn. Mua giả rẻ hơn so với tgdđ",,,,,Positive,Positive,Positive,,Positive,,
"Chất lượng sản phẩm: hàng Việt Nam 
Đúng với mô tả: sai",,,,,,,,,,Negative,
"Tính năng nổi bật: good 
Chất lượng sản phẩm: good 
Đúng với mô tả: good cơ bản là tốt. chất lượng đẹp đập hộp.",,,,,,,,,,Positive,
"vào trong gian hàng của cửa hàng , thấy cửa hàng bán rất nhiều chủng loại,giá cũng bình dân nên cũng chọn cho mình 1sp. nhận được hàng và sử dụng mấy hôm rồi ( sử dụng tốt)",,,,,,,Positive,,,,
hàng đúng như mô tả giá cả hợp lý tặng cửa hàng 5*,,,,,,,Positive,,,,
Điện thoại được một hôm là hết pin,Negative,,,,,,,,,,
"Chất lượng sản phẩm: kém 
Đúng với mô tả: lừa đảo 
Tính năng nổi bật: không có giá cao mà chất lượng thấp, không xứng đáng, lãng phí tiền",,,,,,,Negative,,,,
"Chất lượng sản phẩm: tồi tệ 
Đúng với mô tả: lừa đảo 
Tính năng nổi bật: mạng yếu không bắt được wifi mạnh, giao hàng sai địa chỉ, tổng đài không nghe máy",,,,,,,,Negative,Negative,Negative,
Camera có chế độ quay video 4K,,Neutral,,,,,,,,,
"Tạm được, pin tụt hơi nhanh nhưng rẻ nên cũng không đòi hỏi nhiều hơn được",Negative,,,,,,Positive,,,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng uy tín hàng quá chất lượng",,,,,,,,,,Positive,
Giờ mới để ý. 1 Cam bị lệch. Không bít có phải dựng không. Sử dụng tới h chưa thấy bịnh tật gì hết . Sau hơn 1 tháng 1 tý thì em nó chửa tướng ra luôn rồi.,,Negative,,,,,,,,,
Nhóm màu: màu đen máy sử dụng cũng được tốt cửa hàng,,,,,,,,,,Positive,
không giống trên video toàn lừa,,,,,,,,,,Negative,
"Dở tệ sai lệch dở đóng gói kém an toàn. Pin sạc chậm.,",Negative,,,,,Negative,,,,,
Nhóm màu: màu xanh loại: 1sim tốt rất tốt nên mua nhé mọi người pin trâu sử dụng lâu.giá rẻ hợp lý.,Positive,,,,,,Positive,,,,
Trọng lượng và độ dày của máy khớp với thông số kỹ thuật được cung cấp.,,,,,Neutral,,,,,,
"Nhóm màu: đen chất lượng camera tuyệt vời để ghi lại những khoảnh khắc, dung lượng lưu trữ rộng rãi 128gb, thiết kế mỏng nhẹ và sang trọng,",,Positive,,,Positive,,,,,,
Nhân viên cửa hàng hướng dẫn sử dụng các tính năng cơ bản,,,,,,,,Neutral,,,
"Cửa hàng ở tp.hcm nên mới đặt hàng hôm qua hôm nay đã nhận được. Đúng mẫu mã, màu sắc, có kèm sạc và dán sẵn cường lực + thẻ bảo hành đầy đủ. Sử dụng thử nửa ngày thì thấy tạm ổn, chất lượng ra sao để sử dụng thời gian dài mới biết. Sẽ quay lại đánh giá sau. Shipper thân thiện..",,,,,,,,Positive,Positive,,
"Nhóm màu: xanh 
Phân loại sản phẩm: 12/512gb sản phẩm mới xịn xò, phiếu bảo hành đầy đủ máy mượt. nhưng tuột pin nhanh quá, sạc đầy chưa sử dụng gì nhiều mà tuột hết 10%.",Negative,,Positive,,,,,Positive,,,
"Màu sắc: bạc 
Phân loại: fullbox mới máy đẹp. Cửa hàng bán hàng chuẩn. Mọi ng nên mua nhé.",,,,,,,,,,Positive,
"Nhóm màu: xanh 
Phân loại sản phẩm: 12/256gb tính năng: tốt chất lượng:99% chất liệu:hàng xt t- mobile máy có vẻ nóng nhanh khi mở camera lâu, pin cũng nhanh tụt",Negative,Negative,,,,,,,,,
