data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Hiệu năng đủ đáp ứng nhu cầu cơ bản, thiết kế cầm nắm vừa tay.",,,Neutral,,Neutral,,,,,,
mới sử dụng thì tốt được một tuần thì camera gọi messenger mờ câm không thấy hình đâu hết bán điện thoại điểu.,,Negative,,,,,,,,,
"gps nhảy tọa độ, dẫn đường lạc. khác với mô tả định vị chính xác. tính năng bản đồ lag khi bật nhiều tab. bật nav là pin tụt nhanh, không tin cậy",Negative,,Negative,,,,,,,,
cấu hình thì tốt. còn pin với màn hình thì tạm,Positive,,,Positive,,,,,,,
"Mình chưa sử dụng đến dịch vụ bảo hành nên chưa rõ, về chăm sóc khách hàng thì mình sẽ đánh giá sau.",,,,,,,,Neutral,,,
"Máy mua cho phụ huynh khá ok, dùng tác vụ bình thường còn dư giả chán",,,,,,,,,,Positive,
"Camera selfie làm mịn quá đà, mất chi tiết da. Beauty mode khó tắt hoàn toàn. Ảnh nhìn giả, phải chỉnh nhiều trước khi đăng",,Negative,,,,,,,,,
"camera chụp thiếu sáng rất kém, ảnh mờ và noise nhiều. ship hàng cực kỳ lâu, chậm hơn 5 ngày. máy thường xuyên bị treo và phải khởi động lại.",,Negative,,,,,,,Negative,,
"Loa nhỏ, rè âm thanh to là quảng cáo sai nghe nhạc không đã, cuộc gọi nghe không rõ,",,,,,,,,,,Negative,
"lỗi màn hình không giống quảng cáo hiệu năng lag. mua về chưa sử dụng được 2 ngày đã thấy màn hình chớp liên tục, game nặng là đơ luôn.,",,,Negative,Negative,,,,,,,
"Nhóm màu: xám 
Dung lượng lưu trữ: 4gb/64gb hàng đúng như quảng cáo,hình thức đẹp,chất lượng khá so với tầm giá,thời lượng pin tốt; cho cửa hàng 5s",Positive,,,,Positive,,Positive,,,,
"Viền bị cong không đủ bộ nhớ như ghi chụp ảnh tối,",,Negative,,,Negative,,,,,,
Dung lượng lưu trữ: 8+256 cảm ơn cửa hàng nhé.cửa hàng rất uy tín. máy rất tốt,,,,,,,,,,Positive,
"dở tệ sai kém chăm sóc kh chậm như rùa. camera màu lệch lạc.,",,Negative,,,,,,Negative,,,
"Phần mềm hoạt động ổn định, các tính năng ở mức vừa đủ dùng.",,,,,,,,,,Neutral,
Sản phẩm: sản phẩm chất lượng kém đánh giá sau 1 tháng sử dụng. Pin sử dụng được lâu. Máy đơ 2 lần không sử dụng được phải khởi động máy lại mới sử dụng được.,Positive,,Negative,,,,,,,,
"Máy mới mua, hôm nay là ngày 4/12, máy hay dính lỗi panic-full và resetcounter, ngày đơ màn khởi động lại không biết bao nhiêu lần. Rất khó chịu, phía hãng không có cách giải quyết cũng không được bảo hành, đổi trả. Ai mua nên cân nhắc, chắc chắn dính lỗi 90%",,,Negative,,,,,Negative,,,
Lấy tạm video cho nhanh nha cửa hàng. S thông cảm nhé. Hy vọng điện thoại sẽ OK. Tối về kích hoạt xem sao. Hj. Săn sale vài tháng nên mua được giá hời nè. Mọi người mua săn cho đỡ tiền bớt nha,,,,,,,Positive,,,,
"Màn hình bị trầy vài chỗ, nhìn cực kỳ khó chịu",,,,,Negative,,,,,,
"Tính năng nổi bật: bình thường 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: đúng xịn giá cả cũng hợp lý mọi người nên thử làm máy phụ",,,,,,,Positive,,,,
"kém mô tả ảo camera trước vỡ, selfie mờ nhòe,",,Negative,,,,,,,,,
"Cửa hàng buôn bán kiểu gì nghĩ sao mà giao nguyên cái điện thoại hư làm sao người ta sử dụng, điện thoại nghe gọi không được, chụp ảnh camera trước cũng mờ căm nói chung là không sử dụng được, định bán một lần rồi nghĩ luôn sao, giờ bấm vô trả hàng cũng không được luôn",,Negative,,,,,,,,Negative,
"Nhựa rẻ tiền sai thông số mic kém, loa nhỏ mua về sử dụng được 1 tuần đã hỏng màn hình. Bảo hành thì bắt đợi cả tháng không có máy sử dụng",,,,Negative,Negative,,,Negative,,Negative,
"Đợt trước mua ip online của cửa hàng thì nó bình thường, sao đơn ipad nó sao sao ấy …. Mở ra hộp trầy dính đen mấy cạnh bên, móp góc hộp [ bao bên ngoài thì rất chắc chắn chống sốc.. ] Máy vừa tháo seal mờ ra là có dấu chấm dơ dính nhờn phải lau khăn chứ không phủi được như bụi … cạnh ipad có chấm dơ đen nhỏ mà phản xạ lỡ lau qên chụp lại …. Cũng từng unbox ipad với 1 số đồ apple khác mà chưa bgio gặp như vậy luôn …. Áp mã giảm được 2tr hơn ….",,,,,,Negative,Positive,,,,
"Ổn trong tầm giá, nhìn kiểu dáng cũng ra gì và này nọ phết, cốc sạc cũng tốt",,,,,Positive,,Positive,,,,
"chất lượng tạm ổn, tác vụ cơ bản thì oke",,,,,,,,,,Positive,
"Sản phẩm còn nguyên tem, giá cả hợp lý, cửa hàng gửi hàng đóng hàng kĩ, tu vấn rất nhiệt y, có nhu tiếp tục ủng hộ cửa hàng",,,,,,Positive,Positive,Positive,,,
Màu sắc: đen cấu hình: ram 8g+128g tốt rồi cửa hàng ơi!,,,,,,,,,,Positive,
"Màu sắc: đen 
Phân loại: nguyên seal được tặng sạc. Nên mua mha anh em",,,,,,,,,,Positive,
"Giao hàng hơi lâu, trong màn hình có 1 đốm bụi nhỏ. Ngoại hình tốt, chức năng đang sử dụng ổn. Nói chung là do 2 điểm yếu nêu trên nên cũng không hài lòng lắm, 3 sao",,,,Negative,,,,,Negative,,
"cửa hàng gửi sai màu yêu cầu,cam không có góc rộng hơi mờ,sạc fake sạc cũng khá,màn cả 144hz mà lúc sử dụng được lúc không,cảm ứng không nhạy lắm,còn lại chip tốt game với tác vụ cơ bản cũng khá ngon",,Negative,Positive,Negative,,Negative,,,,,
"Đúng với mô tả: máy loạn cảm ứng 
Tính năng nổi bật: bình thường 
Chất lượng sản phẩm: quá tệ",,,,,,,,,,Negative,
"Không đúng với mô tả sản phẩm, quảng cáo 1 kiểu giao hàng 1 kiểu, máy thì lác, đơ, không nên mua",,,Negative,,,,,,Negative,,
Chính sách bảo hành được áp dụng theo điều khoản chung.,,,,,,,,Neutral,,,
"Đúng với mô tả: không 
Chất lượng sản phẩm: tốt
Mua 6gb nhận 8gb cửa hàng ghi android 8,9 mà về check android 10, pin tốt",Positive,,,,,,,,,Positive,
Giao hàng nhanh. Săn voucher giảm được hơn 1tr. Rẻ hơn Poco X6 đang bán tại các cửa hàng. Good!!!,,,,,,,Positive,,Positive,,
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: điện thoại mua tặng cho phụ huynh, thấy người nhà sử dụng bảo sử dụng tốt và dễ sử dụng,khen quá trời nên vào đánh giá cho cửa hàng 5 sao.",,,,,,,,,,Positive,
"Tồi không khớp kém hiệu năng lag. Chăm sóc kh thờ ơ.,",,,Negative,,,,,Negative,,,
Pin đủ dùng cho một ngày làm việc thông thường.,Neutral,,,,,,,,,,
"Đúng với mô tả: vsmart star 5 
Chất lượng sản phẩm: đẹp new 99% như mới sử dụng 2tk,đều mua của cửa hàng decor88 này,nên mọi người có mua cho phụ huynh sử dụng thì mua của cửa hàng nhé!",,,,,Positive,,,,,Positive,
"Màu sắc: đen 
Phân loại: nguyên seal sài tốt mọi người.",,,,,,,,,,Positive,
"Đúng với mô tả: đúng với mô tả 
Tính năng nổi bật: màu đen cũng nổi bật sử dụng tốt bền",,,,,,,,,,Positive,
chất lượng: cũng cực ổn để làm máy phụ nha. camera đốm nhẹ ,,Negative,,,,,,,,Positive,
"Ngon, quá hợp lý ở mức giá",,,,,,,Positive,,,Positive,
"Màu: bạc 
Phân loại: fullbox mới màn hình tuyệt vời với tần số làm mới 90hz.",,,,Positive,,,,,,,
"cửa hàng bán điện thoại smartphone chính hãng giá rẻ thường xuyên có giảm giá khuyến mãi. mua trả góp 0% thủ tục nhanh uy tín, lỗi 1 đổi 1, tiết kiệm",,,,,,,Positive,,,,
"sản phẩm bị lỗi. phản hồi cho cửa hàng mà cứ đưa đẩy số nọ số kia bắt liên hệ. rất phiền phức mà không giải quyết cho khách. máy sử dụng lỗi pin,hiện tượng chai pin,chập chờn. 🤬🤬🤬",Negative,,,,,,,,,,
"Bị lỗi phần mềm sai màu sắc cảm biến vân tay lỗi,",,,,,,,,,,Negative,
"Tự khui seal nó đã! Màu xanh đúng màu yêu thích. Hi vọng là xài được bền lâu. Mình sử dụng cơ bản, báo tin nhắn ầm ầm. Cam hơi cùi. Cài Gcam vô cài bản 9.6 chụp hình đẹp hơn hẳn app xiaomi. Giá rổ rá 6 chịu hơn quá ok. Bạn chơi game nên thêm tiền chọn con khác. Nếu sử dụng cơ bản muốn lâu dài quen dùng tiếng Anh thì múc luôn khỏi bàn. Ai xài được tiếng Thái vs tiếng Do Thái thì múc luôn, tại nó có sẳn kkk.",,Negative,,,,Positive,Positive,,,Positive,
Menw: Trà Tie:12é Tra Chanh:12e Chanh Mwa:12h Tic Yi Muai: 12h Cake Suia: 15h Tna Daa:15e Tra Dau: 15e Cam Vit: 15le Matcha latte :2Oh Caca latte:2Oh Sina Da Bia: Ble Soda Blue: 15h Sia Chia Pic:20t,,,,,,,,,,,Neutral
"Tính năng nổi bật: có 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Đóng gói bên cửa hàng kĩ càng. Hàng về hộp vẫn còn nguyên vẹn không bị cấn móp. 5 sao",,,,,,Positive,,,,,
khuyên thật mọi ng không nên mua đâu ạ điện thoại vivo y 19 mà ở trong phần cái đặt bluetooth thì là thiết bị z5i camera thì đầy bụi ở trong mua máy vivo nhưng lại cho tai nghe với sạc của oppo lại còn là sạc fake pin thì pin ảo rõ ràng quảng cáo nói 5.000 mili ampe khi sử dụng thì sử dụng thì chỉ có được tầm 3 tiếng là gần hết rồi máy cứ sử dụng là nóng thỉnh thoảng còn lag tắt đi bật lại thì mới hết lag chs game thì lúc đôi lúc đứng yên màn hình đang gọi messenger thì tự nhiên ngắt cuộc gọi giữa chừng khi điện thoại giao về thì có bị xứt một tí lúc mua thì cửa hàng nói bảo hành 6 thánh những lúc kêu bảo hành thì lại bắt gửi ra để kiểu tra em còn là hs thì làm gì có tiền viền điện thoại còn hơi méo nữa rõ ràng là vivo y19 nhưng thông số máy giống hệt con vivo u10 của tôi với tầm giá như thế thì được máy này là cũng chưa ổn cho lắm cân nhắc thật kỹ trước khi mua hàng tại nghe thì bên được bên không với tâm giá 1 triệu khi cũng không đòi hỏi nhiều ở con điện thoại này,Negative,Negative,Negative,,Negative,,Negative,Negative,,,
Màu máy: màu đen sản phẩm: samsung a70 6/128gb chuẩn. Tốt nha cửa hàng máy đẹp mới chuẩn đúng chính hãng luôn nha nói chung là tết qua thì mọi chức năng đều rất là tốt cửa hàng bán uy tín đúng mẫu mình cần chuẩn lắm luôn giá cả hợp lý cửa hàng tư vấn nhiệt tình đóng gói chắc chắn cẩn thận tặng cửa hàng năm sao nha lần sau mình sẽ giới thiệu mọi người ủng hộ cửa hàng cảm ơn cửa hàng nhiều 😷,,,,,Positive,Positive,Positive,Positive,,,
Sản phẩm này được bảo vệ cao hơn rất nhiều so với các em cũng muốn đi em cũng muốn đi em cũng muốn đi,,,,,,,,,,,Neutral
Variation3: đen variation1: nguyên seal máy đúng như trên hình,,,,,,Positive,,,,,
Đơn vị vận chuyển xác nhận thời gian giao hàng dự kiến.,,,,,,,,,Neutral,,
"Chất lượng sản phẩm: cũng sử dụng ổn 
Đúng với mô tả: đúng cảm nhận là máy chơi game hơi lag pin tụt hơi nhanh",Negative,,Negative,,,,,,,,
"Ui máy siêu đẹp. Tưởng màu vàng trắng trông sẽ bị nhựa nhựa, nhưng nhìn xịn xò lắm. Màn hình to, máy nhẹ cầm sướng tay. Rất ưng.",,,,Positive,Positive,,,,,,
lừa đảo lag đơ liên tục mua về sử dụng được 3 ngày đã hỏng. Gọi bảo hành thì phải chờ 2 tuần. Thái độ nhân viên rất tệ,,,Negative,,,,,Negative,,,
Giao hàng nhanh. Hàng mới chính hãng. Mới dùng thử 1 tuần thấy oke,,,,,,,,,Positive,,
"tệ che giấu khuyết điểm lỗi phần mềm không được thông báo trước,",,,,,,,,,,,
"Đúng với mô tả: tệ 
Chất lượng sản phẩm: tệ
Mới mua sử dụng chưa được tháng bị loạn cảm ứng bây giờ không trả hàng được. máy bị loạn cảm ứng",,,,,,,,,,Negative,
Sản phẩm tốt đúng mô tả,,,,,,,,,,Positive,
"Nhóm màu: tai nghe.. 
Dung lượng lưu trữ: 8gb chất lượng sản phẩm tuyệt vời, cửa hàng giao hàng nhanh, đóng gói kĩ lưỡng. Điện thoại sang, xịn, các chức năng hoạt động ổn định, cấu hình mạnh. Mình rất hài lòng về sản phẩm.",,,,,Positive,Positive,,,Positive,,
Giao hàng nhanh chóng,,,,,,,,,Positive,,
"Lỗi mic đúng mẫu không. Máy mình bị lỗi mic, gọi điện đầu dây bên kia không nghe thấy gì. Đem đi bảo hành thì hẹn tới hẹn lui rất mất thời gian.",,,,,,,,Negative,,Negative,
"Giá khá cao so với nhu cầu sử dụng của mình, mình nghĩ mình có thể tìm được lựa chọn rẻ hơn.",,,,,,,Negative,,,,
"mới sử dụng đã hư màn, màn hình quá kém.",,,,Negative,,,,,,,
Thời gian bảo hành được ghi rõ trong hướng dẫn sử dụng.,,,,,,,,Neutral,,,
camera thiếu chế độ đêm chất lượng kém. hiệu năng khởi động chậm 20 giây. chăm sóc khách hàng chat tự động không giải quyết.,,Negative,Negative,,,,,Negative,,,
"sạc không vào, chai pin,",Negative,,,,,,,,,,
X9c oke nhất trong phân khúc giá. Độ bền thì khỏi phải bàn.,,,,,,,Positive,,,,
Mới nhận được hàng gồm máy full hộp nguyên seal + tại nghe Bluetooth cũng ngiyên seal. điện thoại thì đừng mượt và đẹp rất ưng. Không biết có bền không.,,,Positive,,Positive,,,,,,
"Nhóm màu: đen máy nhỏ gọn, pin trâu, nghe gọi rõ ràng – phù hợp cho người lớn tuổi hoặc sử dụng làm máy phụ. Bàn phím bấm êm, sóng khỏe, sử dụng cả tuần không cần sạc đơn giản, dễ sử dụng,âm thanh to rõ sóng ổn định, không lo bị gián đoạn khi liên lạc",Positive,,,,Positive,,,,,Positive,
"Phiên bản: mỹ 2 sim 99% 128gb đánh giá sản phẩm đã nhận được hàng, loại 99% như cửa hàng đã ghi mà mặt lưng sản phẩm bị trầy xước rất nhiều. Nhờ cửa hàng giao màu xanh cửa hàng tốt, mà giao máy màu hồng hơi thất vọng. Chất lượng thời gian sử dụng mới trả lời được ạ.",,,,,Negative,,,,,,
Màu máy: màu xanh sản phẩm: samsung j7 pro 3/32g máy sử dụng ổn nha cửa hàng đã mua cửa hàng lần 2 rồi máy vẫn rất tốt nha.vừa tầm giá.mà mây còn mới sài full mọi chức năng cửa hàng tư vấn nhiệt tình.giao hàng nhanh.sẽ ủng hộ thêm khj có nhu cầu tặng cửa hàng 5 sao,,,,,,,Positive,,Positive,,
"Màu sắc: bạc 
Phân loại: likenew 99% hoàn thiện chất lượng cao và vật liệu cao cấp,",,,,,,,,,,Positive,
Kh hỗ trợ tiếng địa phương kém. Camera selfie mịn giả mất nét da. Hiệu năng lag cập nhật phần mềm.,,Negative,Negative,,,,,,,,
"Phiên bản: ram 6/128gb hàng đẹp, đóng gói rất kỹ, cửa hàng nhiệt tình hỗ trợ",,,,,Positive,Positive,,Positive,,,
"hiệu năng xử lý chậm, đóng gói không khóa chặt. camera selfie làm mắt đỏ, ship thiếu thông báo.",,Negative,Negative,,,,,,Negative,,
Máy đang chạy phiên bản hệ điều hành được cài đặt sẵn từ nhà máy.,,,,,,,,,,Neutral,
Giao hàng nhanh. Mình vẫn đang trải nghiệm máy nên sẽ quay lại đánh giá lại sau,,,,,,,,,Positive,,
"Dung lượng lưu trữ: bản ram 4gb/64gb rất hài lòng. Mình mua 2 cái a30 rồi vẫn thích, pin 4000 nhưng sử dụng cả ngày không hết, tưởng như 6000 vậy.",Positive,,,,,,,,,,
"Nhóm màu: màu hồng cánh sen 
Dung lượng lưu trữ: 128gb nét đẹp bánh bèo dễ thương của màu hồng hoho, nghe nhiều người nói hao pin nhưng mình thấy ổn. cửa hàng bọc kĩ, chu đáo dán bảo vệ màn hình, các miếng dán cạnh màn hình vẫn còn nguyên.",Positive,,,,,Positive,,,,,
Màn hình cảm ứng 1 tay còn nhiều chỗ lóe sáng mất vân tay,,,,Negative,,,,,,,
"Chất lượng sản phẩm: sạc không nhanh như quảng cáo. 
Đúng với mô tả: tốc độ sạc chậm. 
Tính năng nổi bật: sạc chậm. Hiệu năng không xứng với giá. Đóng gói thiếu củ sạc nhanh. Ship tính nhầm phí giao hàng",Negative,,Negative,,,Negative,,,Negative,,
"Điện thoại newseal chính hãng tất cả mọi thứ vô củng ổn áp tuyệt vời hệ điều hành siêu mượt mặc dù cấu hình không mạnh🙂😠😏 bền bỉ kháng nc pin trâu như cầu ít game quá hợp lý, ship nội thành siêu nhanh như 1 cơn gió quá tuyệt vời 😍🤩🥰😘🥳🥰😍🤩🥳",Positive,,,,,,,,Positive,Positive,
"Camera selfie chụp ở điều kiện trong nhà cho chất lượng tạm được. Quá trình giao hàng diễn ra bình thường, không có sự cố.",,Neutral,,,,,,,Neutral,,
Hàng 99% nêm cũng rất đẹp. cửa hàng tư vấn nhiệt tình. Co nhu câù sẽ ủng hộ típ,,,,,Positive,,,Positive,,,
"Nhóm màu: natural 
Dung lượng lưu trữ: 256gb tốt ạ",,,,,,,,,,Positive,
"Tình trạng: 96% 
Nhóm màu: vàng điện thoại pin bị phù pin",Negative,,,,,,,,,,
Nhóm màu: màu ngẫu nhiên sản phẩm: nhận hàng ưng ý. máy mới 99%. cửa hàng cũng có test giúp trc khi gửi như lời mình yêu cầu. mua về cho nhóc tập nhắn tin zalo và liên lạc với mẹ trong vài trường hợp cần thiết. trong tầm giá này thì chiếc điện thoại này đáng để mua. cửa hàng làm ăn uy tín nhé.,,,,,,,Positive,,,Positive,
Giao hàng người kiểm hàng mà gấp quá điện thoại giờ sử dụng không được,,,,,,,,,Negative,,
"Dung lượng lưu trữ: redmi 10a ram 2/32gb 
Nhóm màu: xám đen tốt đẹp",,,,,Positive,,,,,,
"Tình trạng: 96% 
Nhóm màu: vàng camera chất lượng cao để ghi lại những khoảnh khắc đẹp, giá trị tuyệt vời cho tiền bỏ ra, rất đáng mua,",,Positive,,,,,Positive,,,,
"Rẻ tiền lừa bịp pin yếu xìu, shipping muộn màng",Negative,,,,,,,,Negative,,
"hàng đã sử dụng rồi, tồn tại trong diện thoại đầy trong diện thoại.. chất lượng pin kém nhanh hết pin... hàng quá dỏm ??? xin bái biệt!!",Negative,,,,,,,,,,
"giao nhanh, có điều kích bảo hành hơi lâu ạ",,,,,,,,Negative,Positive,,
Tốt trong tầm giá để chơi game,,,,,,,Positive,,,,
không hiểu sao tải xuống xong khá là lag,,,,,,,,,,Negative,
"sản phẩm tốt.chơi game không mượt lắm.sạc pin vô cùng lâu ,không ăn cục sạc nhanh 😑 chờ đầy pin muốn nghỉ hưu luôn.nhưng vẫn tốt😂 tùy mọi người cảm nhận",Negative,,Negative,,,,,,,,
"Giao hàng nhanh, full seal, deal 25/09 rất hời chỉ 3trx x lớp 2 :)))",,,,,,,Positive,,Positive,,
"Về hiệu năng, máy sử dụng con chip đúng như bên bán hàng đã liệt kê.",,,Neutral,,,,,,,,
"Sản phẩm đẹp đúng mô tả nhưng máy hơi nóng, pin mau hết. Cây bút kèm theo không có tính năng chống chạm, tì tay lên là không viết được. Có bút cũng như không. A mua vì cây bút thì không nên",Negative,,,,Positive,,,,,,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb cảm ơn lazada đã cho mình những trải nghiệm mua sắm thật là thú vị,vừa tiết kiệm time mà còn cả kinh tế nữa,mình đã mua tổng 4 cây 16size 2 pro và 2prm cho cả nhà sử dụng tiết kiệm đk khoảng kha khá dấy ạ!",,,,,,,Positive,,,,
"đóng gói lủng lẳng, pin rỉ nghe sách nói. camera chính góc tối, hiệu năng dao động.",Negative,Negative,Negative,,,Negative,,,,,
Bấm không được,,,,,,,,,,Negative,
"Dung lượng lưu trữ: 8+256 hàng rất mới và cửa hàng tư vấn rất nhiệt tình và quá trình giao hàng rất nhanh chỉ mất 1 ngày là nhận được. Tặng cửa hàng 5 sao mọi ngừi yên tâm mua điện thoại online nha, cửa hàng uy tín đảm bảo 100%",,,,,,,,Positive,Positive,,
Mua về mới để ý không sử dụng được mạng khác ngoài viettel và vinaphone,,,,,,,,,,Negative,
Hình ảnh chỉ mang tính chất nhận xu.giao hàng khá nhanh đóng gói cẩn thận.máy đẹp hiệu năng tốt rất đáng tiền,,,Positive,,Positive,Positive,Positive,,Positive,,
đã sử dụng được nửa tháng rồi mà gọi video nhấp nháy hình ảnh không khắc phục được đổi mạng đủ kiể vẫn vậy thôi giá rẻ dùng tạm,,,,,,,Positive,,,Negative,
cửa hàng phản hồi tin nhắn trong vòng 5 phút.,,,,,,,,Neutral,,,
Điện thoại của bạn giao hàng rất nhanh và hoạt động rất tốt. Tôi khuyên bạn nên làm như vậy,,,,,,,,,Positive,Positive,
Màu sắc: màu trắng pin chai...sử dụng 10p là máy nóg tự tắt nguồn,Negative,,,,,,,,,,
"Sau 2 tuần sử dụng thì phải nói đây là 1 sản phẩm phẩm cực kì ngon và chất lượng: màn đẹp, pin trâu + sạc nhanh 90W, máy đẹp, chip khỏe. Ban đầu dùng thì máy sẽ hơi nóng và tụt PIN nhanh nhưng sau vài ngày dùng cứ sạc đầy rồi xả là sẽ ổn định ngay. Đóng gói tạm chấp nhận được nhưng khuyên cửa hàng vẫn nên làm kĩ hơn vì đây là hàng điện tử mà giá trị lại cao. Còn lại thì cửa hàng tư vấn và trả lời các thắc mắc rất nhiệt tình, xuất gửi hóa đơn đầy đủ để bảo hành qua Email. 10 điểm không có nhưng dành cho cả sản phẩm và bên cửa hàng bán hàng 🥰",Positive,,Positive,Positive,,Positive,,Positive,,,
cửa hàng uy tín. Máy mới nguyên hộp full phụ kiện. Có cài tỉeeng việt và cửa hàng tư ván nhiệt tình mua cái điện thoiaj 4 triệu là đủ như cầu với mình rồi. Sẽ ủng hộ cửa hàng lần sau,,,,,,,Positive,Positive,,,
đã nhận hàng sử dụng 2 ngày rồi mới đánh giá. mọi thứ tốt với tầm giá này. mình săn xu full tốt 🤭🤭,,,,,,,Positive,,,,
"kém sai hoàn toàn không có gì nổi bật máy nóng ran khi sử dụng chỉ 5 phút. bực mình vì tốn tiền mua mà sử dụng không được, trả hàng thì lại mất thêm phí vận chuyển",,,,,,,,,Negative,,
Tôi đã dùng dòng redmi note này từ phiên bản note 10. Không có điều gì để phải chê với những phiên bản này trong tầm giá này. Theo tôi đây là lựa chọn đúng đắn của tôi và hi vọng rằng nó cũng là lựa chọn đúng đắn của nhiều bạn khác.,,,,,,,Positive,,,,
"Cửa hàng hỗ trợ nhanh chóng, nhiệt tình, sản phẩm có lỗi nhỏ (bị sọc kẻ ở màn hình) nhưng vẫn sử dụng tốt",,,,Negative,,,,Positive,,,
"Tính năng nổi bật: đóng gói cẩn thận 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Tài xế giao hàng chụp hình cccd của tôi trong khi quy trình chỉ cần xuất trình cccd thôi.",,,,,,Positive,,,Negative,,
"Mua xong thấy hối hận, bỏ gần 20 triệu mà hiệu năng chẳng hơn con máy cũ bao nhiêu.",,,,,,,Negative,,,,
"quá ngon trong phân khúc 3-4tr , mọi người đợi mấy ngày lễ sale lớn hay canh giờ sale í thì máy còn tầm dưới 3tr4 thôi",,,,,,,Positive,,,,
"Chất liệu:điện thoại nhìn còn mới, âm thanh nghe rõ, pin sử dụng lâu hết. Nói chung là tốt.",Positive,,,,,,,,,Positive,
"Nhóm màu: màu xanh lá cây 
Dung lượng lưu trữ: 128gb sử dụng vật liệu chất lượng cao., giao hàng nhanh chóng và an toàn., dung lượng lưu trữ đủ sử dụng., sử dụng vật liệu chất lượng cao.,",,,,,,,,,Positive,,
tốt tuyệt vời tốt như vậy là rất ổn cho tầm giá và kiểu dáng hình bóng con thơ đáng yêu vô cùng tận,,,,,,,Positive,,,,
"Chuẩn bị nhanh, shopee giao hàng chậm. Đóng gói sản phẩm tốt, đủ số lượng. Sản phẩm đúng thông tin mô tả. Hài lòng.",,,,,,Positive,,,Negative,,
"Đúng với mô tả: đẹp 
Tính năng nổi bật: nhỏ gọn cute 
Chất lượng sản phẩm: tốt
Điện thoại đẹp dễ thương",,,,,,,,,,Positive,
"camera mờ ảnh quảng cáo lừa dối chụp tối dở, autofocus fail,",,Negative,,,,,,,,,
"Tính năng nổi bật: hay 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Rất là cute và mang những kỉ niệm xưa!!!! chơi vui lắm",,,,,,,,,,Positive,
"Săn được giá hời, lần đầu tiên mua hàng trên app, sẽ quay lại đánh giá sau",,,,,,,Positive,,,,
điện thoại poco x7 pro 5g ( 8 + 256gb ) đennn test thử xem thế nào,,,,,,,,,,Neutral,
"Màu sắc: đen 
Phân loại: nguyên seal chất liệu: sản phẩm tốt, đúng mô tả, giao hàng nhanh",,,,,,Positive,,,Positive,,
Đã mua cái thứ 2 của cửa hàng Bảo hành 24 tháng yên tâm Mà không mong bảo hành,,,,,,,,Positive,,,
Mức giá theo niêm yết. Thời hạn bảo hành 12 tháng.,,,,,,,Neutral,Neutral,,,
"pin phồng nhẹ, nguy cơ an toàn an toàn pin không rõ máy bóp nhẹ thấy phồng, lo ngại khi sạc qua đêm,",Negative,,,,,,,,,,
"Hàng kém chất lượng, kiểu hàng xách tay loại 2.pin chai.nói chung thấy không uy tín cho lắm.",Negative,,,,,,,,,,
Sản phẩm này có thể là một trong những sản phẩm tốt nhất mà tôi đã sử dụng,,,,,,,,,,Positive,
Nhận hàng thấy ok. Dùng lâu mới nhận xét được. Nhận hàng hính hãng tem mác đầy đủ.,,,,,,,,,,Positive,
Cửa hàng lua anh em đừng mua,,,,,,,,,,Negative,
Dung lượng pin đúng như quảng cáo. Camera cần thêm thời gian sử dụng để biết chất lượng.,Neutral,Neutral,,,,,,,,,
"sản phẩm sử dụng rất tốt nhưng rất tiếc là, điện thoại này lại không hỗ trợ 5g. đấy là một điểm trừ. nhé honor.",,,,,,,,,,Negative,
"Màu sắc: đen 
Phân loại: nguyên seal hàng nguyên kiện full box...chờ sử dụng thời gian rồi đánh giá sau.",,,,,,Positive,,,,Neutral,
"sản phẩm đúng như mô tả, đẹp",,,,,Positive,,,,,Positive,
"điện thọai rất tốt nha, nên mua nha mọi người.",,,,,,,,,,Positive,
Giá hơi khủng cho một mẫu máy không phải flagship thật sự mình thấy không đáng.,,,,,,,Negative,,,,
Tính năng nổi bật: cũng tốt với tầm giá đó thì quá là tốt rồi,,,,,,,Positive,,,,
"Giao hàng hơi lâu, máy lướt hơi chậm không nhạy lắm",,,Negative,,,,,,Negative,,
asdkhasdsaasduasdu2u2eun32k3nk123j1kj31kljlkazdkzkjdbkzjd🫠,,,,,,,,,,,Neutral
ổn trong tầm giá hơn 3tr 1 em điện thoại màu sắc cũng đẹp máy cho người lớn tuổi không đòi hỏi phải nhiều ứng dụng chỉ cần xem rõ pin ổn là tốt,,,,,Positive,,Positive,,,,
"tệ hao pin bất thường tụt 30% pin chỉ sau 30 phút,",Negative,,,,,,,,,,
"🔋 
Thời lượng pin:pin sử dụng nhanh, nóng máy 📸 
Chất lượng camera: tạm ổn ⚡ 
Hiệu suất: tạm ổn số với giá tiền nhưng không có sóng gọi sử dụng không được",Positive,Positive,Positive,,,,Positive,,,,
