data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Dung lượng pin là 5000mAh. Hiệu năng thì mình cần thêm thời gian trải nghiệm mới biết.,Neutral,,Neutral,,,,,,,,
Hình ảnh và video chỉ mang tính chất nhận su còn chất lượng của sản phẩm chua biết nhung không được đập hộp,,,,,,,,,,,Neutral
"Tính năng nổi bật: Nhìn bên ngoài cũng khá đẹp 
Chất lượng sản phẩm: Sản phẩm chính hãng. 
Đúng với mô tả: Sản phẩm đúng mô tả.",,,,,Positive,,,,,,
"Nhóm màu: Đen khe cắm sim kép tiện lợi, khe cắm sim kép tiện lợi, dung lượng lưu trữ rộng rãi 128gb,",,,,,,,,,,Positive,
"Máy khá lag sóng kém, game nhỏ chơi lúc là treo máy. Ngoài ra không thấy lỗi gì. Nếu có cái nào ram cao hơn m sẽ đổi.",,,Negative,,,,,,,,
"Nhanh chóng, shipper thân thiện dễ mến Đóng gói cẩn thận, có thể thấy tâm huyết của người bán. Hộp không bị móp méo, vận chuyển rất tốt. Thời gian giao hàng nhanh chóng, tôi không phải chờ đợi quá lâu để nhận sản phẩm. Chất lượng sản phẩm vượt mong đợi. Tôi rất hài lòng với trải nghiệm mua hàng này. Sản phẩm chất lượng tốt, đóng gói cẩn thận, giao hàng nhanh. Đã mua lần thứ 3 và vẫn rất hài lòng. Sản phẩm được giao nhanh và đóng gói chắc chắn.",,,,,,Positive,,,Positive,Positive,
"Tính năng nổi bật: Chưa khám phá 
Đúng với mô tả: Rất đúng 
Chất lượng sản phẩm: Cũng ổn điện thoại vivo giá rẻ sài tạm rất là oke có dịp sẽ ghé ủng hộ síp trong lần tới",,,,,,,Positive,,,,
"Cửa hàng uy tín, gửi hàng đúng và chất lượng tốt.",,,,,,Positive,,,,Positive,
"Phiên bản: Bản 1 sim 256gb điện thoại sử dụng tốt nha, cửa hàng uy tính nữa, quay video đóng hàng cho mình yên tâm, còn nhiệt tình tư vấn nữa",,,,,,Positive,,Positive,,,
"Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Có nft, vân tay phím nguồn hơi tù muợt, sản sale 4 củ mà ngon lành hơn tuởng tuợng. Để mai có thời gian kéo vài game sẽ fix!",,,,,,,Positive,,,,
Hàng chính hãng uy tín chất lg nha mọi người không pk lo đâu,,,,,,,,,,Positive,
Dung lượng pin của sản phẩm là 4000mAh.,Neutral,,,,,,,,,,
"Chuyển từ iphone sáng Androi nên bỡ ngỡ chưa sử dụng được nhiều tính năng của máy Samsung, Iphone nhàm chán quá sang đây mất nhiều thời gian để tập sử dụng",,,,,,,,,,Neutral,
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng, sản phẩm giả mạo, sản phẩm không như mô tả, sản phẩm chất lượng kém hàng này tôi mua nick khác của cửa hàng, mở ra có clip quay lại, nhưnb không cho trả hàng, nhắn tin thì chặn, mọi người né ra nha",,,,,,,,Negative,,,
"Đúng với mô tả: Đúng 
Tính năng nổi bật: Nghe gọi ê điện thoại xinh xỉu luôn á :))) mua cho bé sử dụng nghe gọi rất tốt luôn í",,,,,Positive,,,,,,
"Hàng chính hãng, sử dụng thời gian coi sao",,,,,,,,,,Neutral,
"• cửa hàng gói hàng cẩn thận, chuẩn bị nhanh. Điện thoại xài khá ok.🐧✨",,,,,,Positive,,,,,
Hàng dẹp chất lượng hoàn hoảo lần sau lại mưa ủng hộ nhé cảm ơn sop,,,,,Positive,,,,,,
"Đúng với mô tả: Đúng với mô tả 
Chất lượng sản phẩm: Khá tốt 
khi mình nhận máy thì thấy máy còn độ nguyên vẹn là 98%, mặc dù có hơi xước một chút ở cạnh nhưng mà không sao. Sau một khoảng thời gian sử dụng thì mình vẫn thấy rất ổn áp nhaa cửa hàng 10đ :3",,,,,Positive,,,,,,
"Sản phẩm: Sản phẩm chất lượng kém, sản phẩm không như mô tả, hàng lỗi hoặc bị hư hỏng, sản phẩm giả mạo biết là tiền nào của ấy mà không ngờ tệ tới mức này. Điện thoại thì main tốt chip khỏe, đã thay màn lõm nhìn gì mà xấu hơn con vins joy3, pin còn 3000, coi như cũn được đi.... Nếu như chỉ vậy thì vẫn 5 sao. Từ ngày 4 màn đã lỗi rồi 😮‍💨 tự tắt bật không lên. Hoặc 15p sau ms lên 🙏",,,,Negative,,,,,,Negative,
Điện thoại chỉ cho trẻ em chơi chứ không lên mạng được cửa hàng lừa đảo.,,,,,,,,,,Negative,
"Đánh giá theo chất lượng sản phẩm mua máy lần 2 cảm thấy máy bị lỗi hư nút home mặc dù đã kêu cửa hàng kiểm tra máy trước khi giao,máy nghe gọi không rõ như máy lúc đầu mua máy mua về kiểu 98 chứ không được 99 máy đã được tháo lắp nhìn vào óc là đủ biết, máy vậy mà tăng giá lên 450k mong cửa hàng kiểm tra hàng 99% tốt hết rồi hả giao",,,,,Negative,,Negative,,,,
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Máy thiết kế đẹp, ổn trong tầm giá rất chất lượng, máy vừa rẻ vừa đẹp, chụp hình rõ nét, sử dụng rất là tốt luôn. Giao hàng siêu siêu nhanh, đặt hôm nay mai có sử dụng liền luôn triệu like cho cửa hàng 👍",,Positive,,,Positive,,Positive,,Positive,,
"Sử dụng tạm thời được 3 ngày, khá ngon, pin trâu. Note ngày 4: Xuất hiện lỗi mất định vị, đang sử dụng gg map bình thường thì không load được gps nữa, phải reset máy mới bật lại được",Positive,,,,,,,,,,
"Pin kém, sạc lúc được lúc không, độ sáng màn hình thấp, ai mua nên cân nhắc",Negative,,,Negative,,,,,,,
Mua về 1 tuần bị sập nguồn 3 lần. Giờ chờ cập nhật bản mới nhất xem sao,,,,,,,,,,Negative,
"Đã nhận được hàng cửa hàng giao, giao hàng nhanh, đóng gói tốt, chắc chắn. Điện thoại đẹp và đúng chuẩn bộ nhớ. Điện thoại đã ra mắt được 2n rồi mà vẫn quá tốt và đẹp với hiện tại. Mình đã có 1c và giờ mua thêm 1c nữa. Canh sale giá tốt múc ngay. Cảm ơn cửa hàng.",,,,,Positive,Positive,Positive,,Positive,,
Cửa hàng không hỗ trợ khách hàng đổ trả. Viện lắm lý do đổ lỗi cho khách hàng mọi người không mua sop này nữa,,,,,,,,Negative,,,
"Điện thoại đúng quảng cáo, tình trạng tốt. Máy nhà mạng verizon khi set up tải nhiều game. Hình như còn cập nhật được security và patch nhỏ của android 13. Máy có một số tiện ích của verizon có thể thử xem. Đặc điểm máy có loa mono, đủ sử dụng. Màn hình lcd, hơi nhạt so với oled, camera bình thường, không có ois. Pin còn tốt nhưng đã suy giảm, sử dụng heavy duty có thể không hết cả ngày. Sạc turbo charge nhanh nhưng phải có đúng dây và charger. Máy khá toàn diện. Tải nhiều sử dụng wifi và multi task thấy nóng. Sử dụng thêm để xem có lỗi...",Negative,Neutral,,Negative,,,,,,,
Hài lòng với điện thoại sale 11/11.,,,,,,,,,,Positive,
"Máy xước sâu. Ngoại hình cực kém. Cho củ sạc đểu. Không có cáp sạc. Không ôp, không kính, nói chung là thiếu uy tín.",,,,,Negative,,,,,,
"Nhóm màu: Vàng chất lượng tốt như giới thiệu,rất tin tưởng cửa hàng,mua lần 4,cửa hàng không cho cái ốp lưng nhưng không sao,5 sao gửi cửa hàng",,,,,,,,,,Positive,
"Máy sử dụng sim lock softbank, ngoại hình hơi trầy, pin còn ổn khá tốt để làm máy nghe nhạc giải trí",Positive,,,,Negative,,,,,,
Màn hình sử dụng tấm nền công nghệ IPS LCD như hãng đã công bố.,,,,Neutral,,,,,,,
"Hàng đẹp, giao nhanh, rất okkk cho cửa hàng 5 sao. Rất hài lòng, sẽ mua thêm",,,,,Positive,,,,Positive,,
Giao hàng nhanh chóng nhân viên gọi điện hỏi chị tiết địa chỉ giao hoặc được lựa chọn ra cửa hàng lấy,,,,,,,,,Positive,,
"Đã nhận được hàng tốt, cửa hàng rất đàng hoàng, còn chờ sử dụng thử ít hôm xem",,,,,,,,Positive,,Neutral,
Nhóm màu: Đen hàng đã về. Tôi rất hài lòng với sản phẩm đã mua. Người bán hàng nhiệt tình. Tôi sẽ giới thiệu cho bạn bè.,,,,,,,,Positive,,,
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Goods máy rất đẹp luôn... Cảm ơn cửa hàng.♥️♥️",,,,,Positive,,,,,,
Nhóm màu: Màu đen nhám đã nhận hàng. Máy đẹp hình thức như mới sử dụng rất tốt. Nhà bán hàng nhiệt tình tư vấn hỗ trợ. Rất hài lòng về sản phẩm và cửa hàng,,,,,Positive,,,Positive,,,
"Hàng bt trong tầm giá, lock sim nhưng sim vt tôi gắn vô vẫn nghe gọi được, chỉ là không có 4g : V cũng hay ho bản 3g nhưng cũng gọi là mượt mà, hơn con 4g nothingphone của tôi đang sử dụng, săn sale 5xx ngon, trải nghiệm tốt, anh em grab bỏ qua : V",,,,,,,Positive,,,,
Xịn sò con bò luôn tầm gía 5 củ này chính hãng thì ngon nhức nách,,,,,,,Positive,,,,
"Giá cả: Rẻ 
Thời lượng pin: Quá khủng pin sử dụng được nhiều ngày, phù hợp cho chuyến đi dài, nnoi thứ đều ổn 🫢",Positive,,,,,,Positive,,,,
Giá rẻ mà rất ngon nha. Anh em nên mua nha,,,,,,,Positive,,,,
"Sim đôi nhưng chỉ 1 sim hoạt động ổn, còn lại sóng yếu. Khác với mô tả hỗ trợ 2 sim. Pin hao nhanh khi gọi",Negative,,,,,,,,,,
Đóng gói với phụ kiện bên trong,,,,,,Neutral,,,,,
"Mình mua con V50 này chủ yếu lắp màn phụ vào nhìn cho oai. Dùng ok phết, dù hơi lag nếu chạy nhiều tác vụ quá nhưng cũng không mong đợi gì nhiều ở tầm giá này. Với cả cửa hàng cũng chu đáo dán sẵn miếng ppf để chống xước Máy đúng như mô tả nha, không vết xước gì mà lại như mới. 10₫",,,Negative,,,,Positive,,,,
"Nhóm màu: Black 
Dung lượng lưu trữ: 256gb màn hình lớn với hiển thị sống động, 📸 
Chất lượng camera: Bộ xử lý mạnh mẽ và nhanh chóng,",,,Positive,Positive,,,,,,,
"Hiệu năng đầy cache gây khựng, camera macro tệ. Ship hàng hỏng, chăm sóc yêu cầu ảnh cũ.",,Negative,Negative,,,,,Negative,Negative,,
"Chất lượng sản phẩm: Rất tốt,chơi game không bật được max setting nhưng lên hd được, không có chỗ cắm tai nghe nên anh em nhớ mua tai nghe bluetooth,pin ổn cài đặt rồi tải game chơi game,pupg,liên quân, cfm,tầm 3 tiếng mà pin chỉ rớt 30% 
Đúng với mô tả:,đúng 
Tính năng nổi bật: Camera thì chỉ trưng cho đẹp,còn lại tất cả cấu hình,pin,chip đều mạnh",Positive,Negative,Positive,,,,,,,,
"Đúng với mô tả: ₫úng nhu hình 
Chất lượng sản phẩm: Chua dung nen chua biết sao máy mở nguồn lâu hợp với giá tiền",,,,,,,Positive,,,,
"Màn hình lưu ảnh nhẹ camera ngon đó. Tự tin khẳng định pro thì 5tr quay đầu khó có con nào có camera cân bằng như vầy. Form cầm thì giống iphone 13 thường nhưng mà dài hơn so với 13. Mình cầm thì khá chắc tay còn xperia 5 thì bé quá. Lưu ảnh nhẹ nhưng mà màn còn rất ngon ai có nhu cầu máy phụ thôi hoặc thay vì mua máy nghe nhạc để tiền mua điện thoại thì nên mua bản này liên quân không suport tốt,hiệu năng chơi tốc chiến thì hơi khựng khựng. Thời lượng khoảng 4 tiếng tạm ổn",Positive,Positive,Negative,Negative,,,,,,,
Đóng gói sản phẩm chắc chắn. Giao hàng nhanh. Sản phẩm nhận được nguyên vẹn. Sử dụng máy mượt. Có lúc có độ trễ thông báo chút nhưng không đáng kể. Cam zoom to rõ nét nhưng chụp lại thì nhìn không được thật hơi kì,,Negative,Positive,,,Positive,,,Positive,,
"Khả năng lưu trữ: 32gb 
Nhóm màu: Nhiều màu điện thoại mượt, tốt trong tầm giá, cửa hàng nhiệt tình. Phải chi cửa hàng tặng thêm ốp lưng là thương cửa hàng nhiều lắm luôn đó, sẽ giới thiệu mọi người mua điện thoại của cửa hàng. Cảm ơn cửa hàng.",,,,,,,Positive,Positive,,,
"Hàng chuẩn nguyên seal, bọc gói kĩ càng",,,,,,Positive,,,,,
"🔋 
Thời lượng pin: Pin sử dụng nhanh, nóng máy 📸 
Chất lượng camera: Tạm ổn ⚡ 
Hiệu suất: Tạm ổn số với giá tiền nhưng không có sóng gọi sử dụng không được",Positive,Positive,Positive,,,,Positive,,,,
"Rất thất vọng. Mô tả pin trâu là xạo. Hiệu năng kém. Pin tụt nhanh vcl. Máy lag, đơ. Ship ngoài dự kiến. Camera chụp ngược sáng tệ",Negative,Negative,Negative,,,,,,Negative,,
Giá sản phẩm tại thời điểm thanh toán khớp với giá đã được hiển thị.,,,,,,,Neutral,,,,
Sản phẩm phù hợp với giá tiền. Khi bật loa to thì điện thoại bị rung. Độ mượt vừa phải. Mua được kèm theo ốp.,,,Positive,,,,Positive,,,,
"Hài lòng, giao hàng nhanh, chính hãng, giá rẻ",,,,,,,Positive,,Positive,,
Sản phẩm không tốt toàn người của cửa hàng cmt thôi điện thoại thì dựng méo móp loa thì gọi không nghe được cửa hàng có đọc đươc thì nhắn tin qua zalo 0354881386 nhé,,,,,,,,,,Negative,
"Chất lượng sản phẩm: Chất lượng kém sản phẩm: Sản phẩm không như mô tả, sản phẩm chất lượng kém",,,,,,,,,,Negative,
"Nhóm màu: Xanh dương 
Dung lượng lưu trữ: 128gb lần đầu đặt mua điện thoại online. Thời gian giao hàng hơi lâu. Đóng gói cẩn thận. Hàng nhận về nguyên seal, có tem lazada",,,,,,Positive,,,Negative,,
Sản phẩm quả là chất lượng cửa hàng cửa hàng bán hàng rất uy tín. Bán hàng tư vấn rất nhiệt tình và có tâm chu đáo với khách hàng đóng hàng nhanh giao hàng nhanh chóng cảm ơn cửa hàng,,,,,,Positive,,Positive,Positive,,
Chất lượng sản phẩm: Lửa đảo đồ tào lao sài không được,,,,,,,,,,Negative,
"Tính năng nổi bật: Điện thoại chơi game 
Chất lượng sản phẩm: Với giá đã mua không có gì để nói săn sale mua được với giá 3 triệu 3, điện thoại giống mô tả, phù hợp với giá tiền.",,,,,,,Positive,,,,
Nhóm màu: Đen hình ảnh mang tính chất nhận xu có nhu cầu sẽ ủng hộ thêm cho lần sau,,,,,,,,,,Positive,
"Chất lượng rất tệ, mở được 1 lần sau đó sập rồi không thể khởi đọng 1 lần nữa. Sử dụng làm xác thì oke chứ cam, loa, màn hình nát cả rồi.",,Negative,Negative,Negative,,,,,,Negative,
Nhóm màu: Màu xanh cửa hàng làm ăn như trẻ con. Giao 2 lần thì lần hỏng sạc lần thì sạc không vào,,,,,,,,,,Negative,
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb giao hàng nhanh chóng và an toàn., chất lượng camera ấn tượng!, tuổi thọ pin lâu dài., sử dụng vật liệu chất lượng cao., giao hàng nhanh chóng và an toàn.,",Positive,Positive,,,Positive,,,,Positive,,
Sau đổi máy sẽ ủng hộ cửa hàng tiếp,,,,,,,,,,Positive,
"đóng gói sai màu sắc cảm biến vân tay lỗi,",,,,,,Negative,,,,Negative,
Chất lượng sản phẩm: Rất tốt nè nói chung với tầm tiền này sử dụng là quá tốt rồi cửa hàng tư vấn nhiệt tình uy tín nha mọi người,,,,,,,Positive,Positive,,,
"Sản phẩm đúng như mô tả, giá cực kì hấp dẫn, pin trâu, sạc nhanh, máy đẹp, mỏng, màn hình đẹp, loa to, máy rất bền bỉ, các bên review làm video drop test rất bền.... Rất ưng ý với sản phẩm",Positive,,,Positive,Positive,,Positive,,,,
"Tính năng nổi bật: Mượt mà 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Tuyệt vời một con điện thoại gaming có chất lượng rất tốt số với giá tiền. Khi mình đặt mua không có thông tin gì về nfc của máy nên khá lỡ, máy là máy có",,,Positive,,,,Positive,,,,
"Rởm đời bịp bợm lag kinh khủng khi mở app, sạc chậm ù ù mãi không đầy, shipping muộn màng mất cả tuần mới tới nơi",Negative,,Negative,,,,,,,,
"Màu sắc: Bạc 
Phân loại: Nguyên seal cửa hàng giao hàng nhanh, chất lượng tốt và giá cả hợp lý. Nói chung là hài lòng với dịch vụ của cửa hàng.",,,,,,,Positive,,Positive,,
Đúng mô tả. Giao hàng nhanh cẩn thận,,,,,,,,,Positive,,
"Tính năng nổi bật: Chup anh 
Đúng với mô tả: Dung 
Chất lượng sản phẩm: Oke tạm thời sử dụng ổn. Máy nhẹ. Cam nét. Nhỏ gọn dễ cầm. Màu xinh. Ios cao. Nhiều dung lượng. Cửa hàng tư vấn nhiệt tình. Đóng gói sản phẩm chắc chắn, cẩn thận",,Positive,,,Positive,Positive,,Positive,,,
Chất lượng ảnh chụp từ camera chính ở mức khá trong điều kiện đủ sáng. ,,Neutral,,,,,,,,,
"Nhóm màu: Xanh zenta 
Dung lượng lưu trữ: 8/128gb kích hoạt đún 5 ngày máy đún chính hãng tốt luôn mây to chắc tay ah",,,,,,,,,,Positive,
"Chất lượng sản phẩm: Hỏng, không sử dụng được 
Tính năng nổi bật: Bọn lừa đảo chuyên nghiệp 
Đúng với mô tả: Bố thí đây là bọn lừa đảo chuyên nghiệp gửi hàng lôi, nó giả vờ không nhận được hàng, làm quá thời gian hoàn hàng, sau đó lại gọi ship giao lại cướp hàng của mình. Quá đê hèn !!",,,,,,,,,Negative,,
"Giao hàng hơi chậm, còn lại rất tốt",,,,,,,,,Negative,Positive,
"Giao sai tỉnh, pin chỉ 3h phát trực tiếp. Camera macro thiếu sáng, dịch vụ khách hàng hủy ticket đột ngột.",Negative,Negative,,,,,,Negative,Negative,,
"Quá trình vận chuyển diễn ra bình thường, không nhanh cũng không chậm. Đóng gói sản phẩn tạm chấp nhận được.",,,,,,Neutral,,,Neutral,,
Cửa hàng chu đáo. Sản phẩm ok khá đẹp mà gái như cửa hàng ốp cho cái ốp lưng với dán kín màn thì 10/10,,,,,Positive,,,,,,
Mua về không sạc được bị hư ổ sạc,,,,,,,,,,Negative,
"Không hài lòng so với số tiền bỏ ra. Chúc cửa hàng làm ăn lâu dài nhé)) mới sử dụng 1 tháng, mà sạc không vào. Màn hình lướt hoàn toàn không được.",,,,Negative,,,,,,,
Đã nhận được hàng. Mua được giá 5.991k qus ok. Được tặng thêm tai nghe như vậy điện thoại tầm 5.5tr quá êm. 😂🤣😃😄😅😆😉😊😋😎😍😘,,,,,,,Positive,,,,
"Tính năng nổi bật: Không có 
Chất lượng sản phẩm: Không tốt 
Đúng với mô tả: Đúng sản phẩm: Hàng lỗi hoặc bị hư hỏng",,,,,,,,,,Negative,
"Sài rất sướng, có thể lên đỉnh luôn. Mọi ng mua về lên Youtube cách chỉnh setting cơ bản nhé, nếu có khó khăn gì về setting máy thì mọi ng có thể lên Group Facebook Cộng đồng Vivo, Iqoo để hỏi những ng anh em trên đó nhé. Mọi người mua về nhớ tối ưu pin 3 ngày nha.",,,,,,,,,,Positive,
"Tính năng nổi bật: Chuông to, màn hình to 
Chất lượng sản phẩm: Tốt
Sử dụng chỗ người già tốt",,,,Positive,,,,,,Positive,
Bùn. Đăc trắng giao hồng. Tặng sạc lỏ. Anh em mua bên maytinhbanghaiphong uy tính hơn,,,,,,,,,,Negative,
"Lỗi nhưng cửa hàng từ chối đổi trả đúng máy không có. Máy mình mua về bị lỗi camera, chụp ảnh bị một vệt mờ. Mình yêu cầu đổi trả trong 7 ngày đầu thì cửa hàng cứ hẹn lần hẹn lữa, bắt làm đủ thứ thủ tục để câu giờ cho qua hạn đổi trả. Quá thất vọng với cách làm việc của cửa hàng.",,Negative,,,,,,Negative,,,
Hiệu năng quá tệ sau 1 tháng. Không ổn định. Dễ bị lag. Máy dùng được 1 tháng thì bắt đầu lag và nóng ran khi dùng. Chăm sóc khách hàng không giải quyết. Đóng hàng mỏng manh,,,Negative,,,Negative,,Negative,,,
"Màn hình ám vàng, cân bằng trắng sai. Hdr không cải thiện nhiều. Coi phim mỏi mắt sau 20-30 phút",,,,Negative,,,,,,,
"Hàng chuẩn nguyên hộp, thiết kế nhìn rất là sang luôn cầm nắm cực kỳ chắc tay, pin 6000mah xài lèo tèo cũng 2 ngày mới phải xạc, thêm quả chip Snapdragon 7gen3 phải gọi là chúa tể tầm trung, cài google play dễ ẹc nên không có gì để chê cả, quá đỉnh 5 sao",Positive,,Positive,,Positive,,,,,,
"Gói hàng kỹ, chất lượng OK, nhân viên phục vụ luôn quan tâm khách hàng",,,,,,Positive,,Positive,,,
Chất lượng sản phẩm: 5 🫶,,,,,,,,,,Positive,
"Cửa hàng tư vấn rất nhiệt tình ạ! chất lượng tốt, đóng gói rất cẩn thận, mong rằng các cửa hàng bán hành online đều cẩn thận như cửa hàng này. Nhân viên giao hàng nhiệt tình và thân thiện. Nói chúng là ưng ý với lần mua hàng này. Vote cho cửa hàng 5 sao nhé ạ!",,,,,,Positive,,Positive,,,
"Ship quá lâu. Mình ở hcm, thấy cửa hàng ở hcm nên đặt. Nhưng đơn lại đi từ hà nội. Ngày 25 đặt mà ngày 3 mới nhận được hàng.",,,,,,,,,Negative,,
"Nhóm màu: Starlight giao hàng đúng như dự kiến, nguyên seal chưa active, đặc biệt là săn được sale giá tốt.",,,,,,,Positive,,Positive,,
"Máy chính hãng, màn hình rất đẹp, sử dụng mượt, camera chụp ảnh đẹp trong tầm giá. Mình săn sale được 3tr3, quá xứng đáng luôn 😁",,Positive,Positive,Positive,,,Positive,,,,
"Giao hàng nhanh Đóng gói đẹp, cẩn thận Không tốt cũng không tệ",,,,,,Positive,,,Positive,,
"Quá tuyệt vời luôn săn được giá hời neo 10 thì làm bố trong tầm giá rồi cửa hàng thì chất lượng không phải bàn nữa, làm ăn uy tín xứng đáng 5 sao mọi người ủng hộ đi full box nguyên zin keng luôn ạ. Còn về độ lâu dài thì thời gian mới chứng minh được:)",,,,,,,Positive,,,,
"Màu sắc: Màu ngẫu nhiên sản phẩm: Điện thoại sử dụng tốt lắm cửa hàng ơi,lần sau mình sẽ ủng hộ tiếp nhé. Thấy cửa hàng làm ăn buôn bán uy tín, chất lượng,mình rất hài lòng nhé.",,,,,,,,,,Positive,
"Nhóm màu: Màu xanh đậm 
Dung lượng lưu trữ: 128gb hàng nhận được một hôm thử tạm thời không có vấn đề gì. Cũng không hy vọng xảy ra. Ngoại quan đẹp, trông như mới. Cửa hàng nhiệt tình. Giá mà có ôp kèm theo.",,,,,Positive,,,Positive,,,
Hài lòng về chất lượng sản phẩm và nhân viên giao hàng tận tình 🌟🌟🌟🌟🌟🌟🌟🌟👍,,,,,,,,,Positive,,
Hàng chính hãng nhưng giao quá lâu trừ bớt 2 sao,,,,,,,,,Negative,,
"Điện thoại tốt,ram12gb,bộ nhớ 256gb mượt mà, camera siêu nét. Anh em yên tâm mà mua",,Positive,Positive,,,,,,,,
Hiệu năng ram ảo gây chậm hệ thống. Ship phí nội địa nhưng chậm quốc tế. Chăm sóc khách hàng hứa suông không thực hiện.,,,,,,,,Negative,Negative,,
"Màu sắc: Đen 105 pro săn sales được giá quá hời mà chất lượng phải gọi là đỉnh của chóp, không chê được điểm nào luôn nha. Rất hài lòng",,,,,,,Positive,,,,
"Color: Đen-l vừa vặn thoải mái và rộng rãi,",,,,,,,,,,,Neutral
Hiệu năng máy tuột dốc sau vài lần cập nhật. Camera chụp chân dung không xóa phông tốt. Sạc nhanh lúc nhận lúc không. Ứng dụng liên tục bị force close. Chăm sóc khách hàng xử lý yêu cầu bảo hành quá chậm. Shipping phải mất 8 ngày,Negative,Negative,Negative,,,,,Negative,Negative,,
"Sản phẩm giống như hình ảnh mô tả, giao hàng nhanh, đóng gói đúng quy cách, hàng nguyên seal. Sử dụng 3 tuần chưa có vấn đề gì.",,,,,,Positive,,,Positive,Positive,
"Khe thẻ lỏng hỗ trợ mở rộng nhưng không thẻ không nhận, phải tháo lắp nhiều lần,",,,,,,,,,,Negative,
Pin sạc pin lỗi báo đầy sai camera rung khi quay đóng hàng hộp cũ,Negative,Negative,,,,,,,,,
Poco X7 Pro dùng rất ngon,,,,,,,,,,Positive,
"Áp xu còn 5 triệu 8, quá rẻ cho 1 con máy tầm trung. Xài 3 tuần mới quay lại đánh giá: - Không game hay có game thì cũng 10 điểm với giá này. Mua trong phiên live hay có mã 2 triệu và giá máy lúc mình mua là 8.3 triệu cho bản 8/256GB. Áp kèm 500k xu nữa còn 5.8m - Có trễ thông báo 1 chút xíu nhưng không đáng kể. HyperOS 2 đang làm rất tốt. - Cài DNS Adguard để chặn quảng cáo mặc định của thiết bị, tham khảo thêm trên mạng. Không phải cài ứng dụng. - Đặc biệt pin trâu, sạc thì siêu nhanh, sạc 30-40' chắc phải 70-80% pin.",Positive,,,,,,Positive,,,,
"Mua cho người thân nên chưa có mở ra xem ạ, giao hỏa tốc nhanh, không biết xài thế nào, 1 thời gian phản hồi lại sau ạ, mẫu mã đẹp",,,,,Positive,,,,Positive,Neutral,
Pin trâu. Máy chạy mượt. Chạy OK trong tầm giá. Nhưng mỗi tội hơi nóng không biết thời gian có làm giảm hiệu suất máy hay không. Giao hàng nhanh. Dùng máy để chụp và quay,Positive,Positive,Positive,,,,Positive,,Positive,,
"Rác rưởi khác biệt pin hao 30% mỗi giờ lướt Facebook, hỗ trợ chậm chạp chờ mãi không ai nhấc máy, shipping hỏng nhẹ khi giao",Negative,,,,,,,Negative,Negative,,
Đã nhận hầng máy đẹp,,,,,Positive,,,,,,
"Phiên bản: 6/128gb nhận được sản phẩm như mô tả. Cửa hàng đóng gói hàng khá kỹ, hỗ trợ cài đặt rom quốc tế tốt. Hy vọng không phát sinh lỗi gì 👍👍",,,,,,Positive,,,,,
"Đóng gói chắc chắn, giao hàng nhanh, sẽ sử dụng thử cảm nhận",,,,,,Positive,,,Positive,,
Điện thoại sài tốt nên mua nha được tặng kèm sạc nhanh 18w,,,,,,,,,,Positive,
"Mua lần thứ 4 ở cửa hàng, vẫn chưa có gì để chê",,,,,,,,,,Positive,
Về không sử dụng được pin thì bị hư lên mạng không được nói chung tệ,Negative,,,,,,,,,,
"Hiệu năng khởi động lâu, đóng gói làm xô màn hình. Camera zoom kỹ thuật số vỡ, pin hao khi ghép loa.",Negative,Negative,Negative,Negative,,,,,,,
"Hiệu năng rất chậm, mở youtube cũng lag và giật. Đóng gói thiếu phụ kiện nhỏ. Ship giao không đúng giờ hẹn 2 lần.",,,Negative,,,Negative,,,Negative,,
Thiết kế có khối lượng 199 gram,,,,,Neutral,,,,,,
"Tính năng nổi bật: Đóng góp cẩn thận 
Đúng với mô tả: Đúng như mô tả 
Chất lượng sản phẩm: Tốt
Đúng như sản phẩm như mô tả. Chất lượng đặc biệt là giao hàng nhanh",,,,,,Positive,,,Positive,,
Đã nhận máy ngày 26/6 nhưng có nhu cầu đổi sang máy có cấu hình cao hơn nên pass lại. 3150k có thể gdtt tại p25 bình thạnh hcm. Zl0387964643,,,,,,,,,,,Neutral
Tốt đầy đủ phụ kiện,,,,,,,,,,Positive,
Đợi khoảng 3-4 ngày là nhận được Kiểm tra kĩ mới dám nhận Dùng mượt Mà săn giá hời phết,,,Positive,,,,Positive,,Positive,,
Bộ nhớ khả dụng ít đúng phiên bản 128gb quá nhiều app rác. Máy 128gb mà hệ thống và app rác cài sẵn đã chiếm gần 30gb. Trong đó có rất nhiều app mình không bao giờ sử dụng đến mà lại không thể gỡ bỏ được. Cảm giác bị lừa dối dung lượng.,,,,,,,,,,Negative,
"Mầu: Xanh iceblue bộ nhớ: 256gb-12gb kết nối 5g nhanh chóng, màu xanh hải quân bóng bẩy,",,,,,,,,,,Positive,
